"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2018 19:00:00 - 01/01/2018 20:00:00","BZN|NL","Without sequence","32.0","",""
"01/01/2018 20:00:00 - 01/01/2018 21:00:00","BZN|NL","Without sequence","32.0","",""
"01/01/2018 21:00:00 - 01/01/2018 22:00:00","BZN|NL","Without sequence","27.34","",""
"01/01/2018 22:00:00 - 01/01/2018 23:00:00","BZN|NL","Without sequence","27.4","",""
"01/01/2018 23:00:00 - 02/01/2018 00:00:00","BZN|NL","Without sequence","23.79","",""
"02/01/2018 00:00:00 - 02/01/2018 01:00:00","BZN|NL","Without sequence","25.07","",""
"02/01/2018 01:00:00 - 02/01/2018 02:00:00","BZN|NL","Without sequence","23.19","",""
"02/01/2018 02:00:00 - 02/01/2018 03:00:00","BZN|NL","Without sequence","25.03","",""
"02/01/2018 03:00:00 - 02/01/2018 04:00:00","BZN|NL","Without sequence","24.76","",""
"02/01/2018 04:00:00 - 02/01/2018 05:00:00","BZN|NL","Without sequence","24.91","",""
"02/01/2018 05:00:00 - 02/01/2018 06:00:00","BZN|NL","Without sequence","25.98","",""
"02/01/2018 06:00:00 - 02/01/2018 07:00:00","BZN|NL","Without sequence","22.58","",""
"02/01/2018 07:00:00 - 02/01/2018 08:00:00","BZN|NL","Without sequence","41.92","",""
"02/01/2018 08:00:00 - 02/01/2018 09:00:00","BZN|NL","Without sequence","47.95","",""
"02/01/2018 09:00:00 - 02/01/2018 10:00:00","BZN|NL","Without sequence","49.9","",""
"02/01/2018 10:00:00 - 02/01/2018 11:00:00","BZN|NL","Without sequence","50.0","",""
"02/01/2018 11:00:00 - 02/01/2018 12:00:00","BZN|NL","Without sequence","49.7","",""
"02/01/2018 12:00:00 - 02/01/2018 13:00:00","BZN|NL","Without sequence","48.16","",""
"02/01/2018 13:00:00 - 02/01/2018 14:00:00","BZN|NL","Without sequence","47.24","",""
"02/01/2018 14:00:00 - 02/01/2018 15:00:00","BZN|NL","Without sequence","46.1","",""
"02/01/2018 15:00:00 - 02/01/2018 16:00:00","BZN|NL","Without sequence","43.86","",""
"02/01/2018 16:00:00 - 02/01/2018 17:00:00","BZN|NL","Without sequence","43.64","",""
"02/01/2018 17:00:00 - 02/01/2018 18:00:00","BZN|NL","Without sequence","47.37","",""
"02/01/2018 18:00:00 - 02/01/2018 19:00:00","BZN|NL","Without sequence","46.08","",""
"02/01/2018 19:00:00 - 02/01/2018 20:00:00","BZN|NL","Without sequence","41.08","",""
"02/01/2018 20:00:00 - 02/01/2018 21:00:00","BZN|NL","Without sequence","34.94","",""
"02/01/2018 21:00:00 - 02/01/2018 22:00:00","BZN|NL","Without sequence","25.46","",""
"02/01/2018 22:00:00 - 02/01/2018 23:00:00","BZN|NL","Without sequence","27.09","",""
"02/01/2018 23:00:00 - 03/01/2018 00:00:00","BZN|NL","Without sequence","28.51","",""
"03/01/2018 00:00:00 - 03/01/2018 01:00:00","BZN|NL","Without sequence","27.74","",""
"03/01/2018 01:00:00 - 03/01/2018 02:00:00","BZN|NL","Without sequence","25.76","",""
"03/01/2018 02:00:00 - 03/01/2018 03:00:00","BZN|NL","Without sequence","21.1","",""
"03/01/2018 03:00:00 - 03/01/2018 04:00:00","BZN|NL","Without sequence","23.6","",""
"03/01/2018 04:00:00 - 03/01/2018 05:00:00","BZN|NL","Without sequence","25.31","",""
"03/01/2018 05:00:00 - 03/01/2018 06:00:00","BZN|NL","Without sequence","25.68","",""
"03/01/2018 06:00:00 - 03/01/2018 07:00:00","BZN|NL","Without sequence","27.45","",""
"03/01/2018 07:00:00 - 03/01/2018 08:00:00","BZN|NL","Without sequence","37.0","",""
"03/01/2018 08:00:00 - 03/01/2018 09:00:00","BZN|NL","Without sequence","39.9","",""
"03/01/2018 09:00:00 - 03/01/2018 10:00:00","BZN|NL","Without sequence","43.1","",""
"03/01/2018 10:00:00 - 03/01/2018 11:00:00","BZN|NL","Without sequence","43.2","",""
"03/01/2018 11:00:00 - 03/01/2018 12:00:00","BZN|NL","Without sequence","45.0","",""
"03/01/2018 12:00:00 - 03/01/2018 13:00:00","BZN|NL","Without sequence","41.4","",""
"03/01/2018 13:00:00 - 03/01/2018 14:00:00","BZN|NL","Without sequence","42.8","",""
"03/01/2018 14:00:00 - 03/01/2018 15:00:00","BZN|NL","Without sequence","39.4","",""
"03/01/2018 15:00:00 - 03/01/2018 16:00:00","BZN|NL","Without sequence","37.0","",""
"03/01/2018 16:00:00 - 03/01/2018 17:00:00","BZN|NL","Without sequence","43.1","",""
"03/01/2018 17:00:00 - 03/01/2018 18:00:00","BZN|NL","Without sequence","59.9","",""
"03/01/2018 18:00:00 - 03/01/2018 19:00:00","BZN|NL","Without sequence","36.67","",""
"03/01/2018 19:00:00 - 03/01/2018 20:00:00","BZN|NL","Without sequence","41.7","",""
"03/01/2018 20:00:00 - 03/01/2018 21:00:00","BZN|NL","Without sequence","47.36","",""
"03/01/2018 21:00:00 - 03/01/2018 22:00:00","BZN|NL","Without sequence","35.8","",""
"03/01/2018 22:00:00 - 03/01/2018 23:00:00","BZN|NL","Without sequence","35.1","",""
"03/01/2018 23:00:00 - 04/01/2018 00:00:00","BZN|NL","Without sequence","35.1","",""
"04/01/2018 00:00:00 - 04/01/2018 01:00:00","BZN|NL","Without sequence","32.4","",""
"04/01/2018 01:00:00 - 04/01/2018 02:00:00","BZN|NL","Without sequence","27.8","",""
"04/01/2018 02:00:00 - 04/01/2018 03:00:00","BZN|NL","Without sequence","31.0","",""
"04/01/2018 03:00:00 - 04/01/2018 04:00:00","BZN|NL","Without sequence","28.0","",""
"04/01/2018 04:00:00 - 04/01/2018 05:00:00","BZN|NL","Without sequence","27.47","",""
"04/01/2018 05:00:00 - 04/01/2018 06:00:00","BZN|NL","Without sequence","27.9","",""
"04/01/2018 06:00:00 - 04/01/2018 07:00:00","BZN|NL","Without sequence","28.97","",""
"04/01/2018 07:00:00 - 04/01/2018 08:00:00","BZN|NL","Without sequence","33.59","",""
"04/01/2018 08:00:00 - 04/01/2018 09:00:00","BZN|NL","Without sequence","40.45","",""
"04/01/2018 09:00:00 - 04/01/2018 10:00:00","BZN|NL","Without sequence","41.97","",""
"04/01/2018 10:00:00 - 04/01/2018 11:00:00","BZN|NL","Without sequence","44.91","",""
"04/01/2018 11:00:00 - 04/01/2018 12:00:00","BZN|NL","Without sequence","49.0","",""
"04/01/2018 12:00:00 - 04/01/2018 13:00:00","BZN|NL","Without sequence","46.04","",""
"04/01/2018 13:00:00 - 04/01/2018 14:00:00","BZN|NL","Without sequence","47.5","",""
"04/01/2018 14:00:00 - 04/01/2018 15:00:00","BZN|NL","Without sequence","47.32","",""
"04/01/2018 15:00:00 - 04/01/2018 16:00:00","BZN|NL","Without sequence","48.8","",""
"04/01/2018 16:00:00 - 04/01/2018 17:00:00","BZN|NL","Without sequence","48.8","",""
"04/01/2018 17:00:00 - 04/01/2018 18:00:00","BZN|NL","Without sequence","52.4","",""
"04/01/2018 18:00:00 - 04/01/2018 19:00:00","BZN|NL","Without sequence","49.96","",""
"04/01/2018 19:00:00 - 04/01/2018 20:00:00","BZN|NL","Without sequence","46.73","",""
"04/01/2018 20:00:00 - 04/01/2018 21:00:00","BZN|NL","Without sequence","41.57","",""
"04/01/2018 21:00:00 - 04/01/2018 22:00:00","BZN|NL","Without sequence","37.09","",""
"04/01/2018 22:00:00 - 04/01/2018 23:00:00","BZN|NL","Without sequence","33.92","",""
"04/01/2018 23:00:00 - 05/01/2018 00:00:00","BZN|NL","Without sequence","31.5","",""
"05/01/2018 00:00:00 - 05/01/2018 01:00:00","BZN|NL","Without sequence","17.1","",""
"05/01/2018 01:00:00 - 05/01/2018 02:00:00","BZN|NL","Without sequence","11.73","",""
"05/01/2018 02:00:00 - 05/01/2018 03:00:00","BZN|NL","Without sequence","6.86","",""
"05/01/2018 03:00:00 - 05/01/2018 04:00:00","BZN|NL","Without sequence","0.55","",""
"05/01/2018 04:00:00 - 05/01/2018 05:00:00","BZN|NL","Without sequence","34.0","",""
"05/01/2018 05:00:00 - 05/01/2018 06:00:00","BZN|NL","Without sequence","26.77","",""
"05/01/2018 06:00:00 - 05/01/2018 07:00:00","BZN|NL","Without sequence","29.6","",""
"05/01/2018 07:00:00 - 05/01/2018 08:00:00","BZN|NL","Without sequence","39.9","",""
"05/01/2018 08:00:00 - 05/01/2018 09:00:00","BZN|NL","Without sequence","40.99","",""
"05/01/2018 09:00:00 - 05/01/2018 10:00:00","BZN|NL","Without sequence","38.06","",""
"05/01/2018 10:00:00 - 05/01/2018 11:00:00","BZN|NL","Without sequence","39.4","",""
"05/01/2018 11:00:00 - 05/01/2018 12:00:00","BZN|NL","Without sequence","39.4","",""
"05/01/2018 12:00:00 - 05/01/2018 13:00:00","BZN|NL","Without sequence","41.69","",""
"05/01/2018 13:00:00 - 05/01/2018 14:00:00","BZN|NL","Without sequence","47.0","",""
"05/01/2018 14:00:00 - 05/01/2018 15:00:00","BZN|NL","Without sequence","44.08","",""
"05/01/2018 15:00:00 - 05/01/2018 16:00:00","BZN|NL","Without sequence","47.1","",""
"05/01/2018 16:00:00 - 05/01/2018 17:00:00","BZN|NL","Without sequence","47.77","",""
"05/01/2018 17:00:00 - 05/01/2018 18:00:00","BZN|NL","Without sequence","56.35","",""
"05/01/2018 18:00:00 - 05/01/2018 19:00:00","BZN|NL","Without sequence","57.42","",""
"05/01/2018 19:00:00 - 05/01/2018 20:00:00","BZN|NL","Without sequence","53.99","",""
"05/01/2018 20:00:00 - 05/01/2018 21:00:00","BZN|NL","Without sequence","42.36","",""
"05/01/2018 21:00:00 - 05/01/2018 22:00:00","BZN|NL","Without sequence","39.9","",""
"05/01/2018 22:00:00 - 05/01/2018 23:00:00","BZN|NL","Without sequence","39.97","",""
"05/01/2018 23:00:00 - 06/01/2018 00:00:00","BZN|NL","Without sequence","36.27","",""
"06/01/2018 00:00:00 - 06/01/2018 01:00:00","BZN|NL","Without sequence","29.45","",""
"06/01/2018 01:00:00 - 06/01/2018 02:00:00","BZN|NL","Without sequence","28.55","",""
"06/01/2018 02:00:00 - 06/01/2018 03:00:00","BZN|NL","Without sequence","28.18","",""
"06/01/2018 03:00:00 - 06/01/2018 04:00:00","BZN|NL","Without sequence","28.93","",""
"06/01/2018 04:00:00 - 06/01/2018 05:00:00","BZN|NL","Without sequence","29.18","",""
"06/01/2018 05:00:00 - 06/01/2018 06:00:00","BZN|NL","Without sequence","29.65","",""
"06/01/2018 06:00:00 - 06/01/2018 07:00:00","BZN|NL","Without sequence","30.0","",""
"06/01/2018 07:00:00 - 06/01/2018 08:00:00","BZN|NL","Without sequence","31.36","",""
"06/01/2018 08:00:00 - 06/01/2018 09:00:00","BZN|NL","Without sequence","34.19","",""
"06/01/2018 09:00:00 - 06/01/2018 10:00:00","BZN|NL","Without sequence","41.11","",""
"06/01/2018 10:00:00 - 06/01/2018 11:00:00","BZN|NL","Without sequence","44.0","",""
"06/01/2018 11:00:00 - 06/01/2018 12:00:00","BZN|NL","Without sequence","43.74","",""
"06/01/2018 12:00:00 - 06/01/2018 13:00:00","BZN|NL","Without sequence","44.43","",""
"06/01/2018 13:00:00 - 06/01/2018 14:00:00","BZN|NL","Without sequence","42.9","",""
"06/01/2018 14:00:00 - 06/01/2018 15:00:00","BZN|NL","Without sequence","38.7","",""
"06/01/2018 15:00:00 - 06/01/2018 16:00:00","BZN|NL","Without sequence","37.4","",""
"06/01/2018 16:00:00 - 06/01/2018 17:00:00","BZN|NL","Without sequence","42.4","",""
"06/01/2018 17:00:00 - 06/01/2018 18:00:00","BZN|NL","Without sequence","46.38","",""
"06/01/2018 18:00:00 - 06/01/2018 19:00:00","BZN|NL","Without sequence","49.98","",""
"06/01/2018 19:00:00 - 06/01/2018 20:00:00","BZN|NL","Without sequence","45.9","",""
"06/01/2018 20:00:00 - 06/01/2018 21:00:00","BZN|NL","Without sequence","40.9","",""
"06/01/2018 21:00:00 - 06/01/2018 22:00:00","BZN|NL","Without sequence","33.69","",""
"06/01/2018 22:00:00 - 06/01/2018 23:00:00","BZN|NL","Without sequence","36.26","",""
"06/01/2018 23:00:00 - 07/01/2018 00:00:00","BZN|NL","Without sequence","29.03","",""
"07/01/2018 00:00:00 - 07/01/2018 01:00:00","BZN|NL","Without sequence","21.87","",""
"07/01/2018 01:00:00 - 07/01/2018 02:00:00","BZN|NL","Without sequence","15.98","",""
"07/01/2018 02:00:00 - 07/01/2018 03:00:00","BZN|NL","Without sequence","15.99","",""
"07/01/2018 03:00:00 - 07/01/2018 04:00:00","BZN|NL","Without sequence","14.0","",""
"07/01/2018 04:00:00 - 07/01/2018 05:00:00","BZN|NL","Without sequence","12.51","",""
"07/01/2018 05:00:00 - 07/01/2018 06:00:00","BZN|NL","Without sequence","13.21","",""
"07/01/2018 06:00:00 - 07/01/2018 07:00:00","BZN|NL","Without sequence","12.17","",""
"07/01/2018 07:00:00 - 07/01/2018 08:00:00","BZN|NL","Without sequence","13.02","",""
"07/01/2018 08:00:00 - 07/01/2018 09:00:00","BZN|NL","Without sequence","24.46","",""
"07/01/2018 09:00:00 - 07/01/2018 10:00:00","BZN|NL","Without sequence","30.0","",""
"07/01/2018 10:00:00 - 07/01/2018 11:00:00","BZN|NL","Without sequence","29.74","",""
"07/01/2018 11:00:00 - 07/01/2018 12:00:00","BZN|NL","Without sequence","29.91","",""
"07/01/2018 12:00:00 - 07/01/2018 13:00:00","BZN|NL","Without sequence","29.91","",""
"07/01/2018 13:00:00 - 07/01/2018 14:00:00","BZN|NL","Without sequence","29.2","",""
"07/01/2018 14:00:00 - 07/01/2018 15:00:00","BZN|NL","Without sequence","29.23","",""
"07/01/2018 15:00:00 - 07/01/2018 16:00:00","BZN|NL","Without sequence","29.57","",""
"07/01/2018 16:00:00 - 07/01/2018 17:00:00","BZN|NL","Without sequence","31.0","",""
"07/01/2018 17:00:00 - 07/01/2018 18:00:00","BZN|NL","Without sequence","32.49","",""
"07/01/2018 18:00:00 - 07/01/2018 19:00:00","BZN|NL","Without sequence","34.34","",""
"07/01/2018 19:00:00 - 07/01/2018 20:00:00","BZN|NL","Without sequence","32.33","",""
"07/01/2018 20:00:00 - 07/01/2018 21:00:00","BZN|NL","Without sequence","31.44","",""
"07/01/2018 21:00:00 - 07/01/2018 22:00:00","BZN|NL","Without sequence","28.94","",""
"07/01/2018 22:00:00 - 07/01/2018 23:00:00","BZN|NL","Without sequence","29.69","",""
"07/01/2018 23:00:00 - 08/01/2018 00:00:00","BZN|NL","Without sequence","27.01","",""
"08/01/2018 00:00:00 - 08/01/2018 01:00:00","BZN|NL","Without sequence","18.91","",""
"08/01/2018 01:00:00 - 08/01/2018 02:00:00","BZN|NL","Without sequence","15.15","",""
"08/01/2018 02:00:00 - 08/01/2018 03:00:00","BZN|NL","Without sequence","15.11","",""
"08/01/2018 03:00:00 - 08/01/2018 04:00:00","BZN|NL","Without sequence","13.42","",""
"08/01/2018 04:00:00 - 08/01/2018 05:00:00","BZN|NL","Without sequence","12.91","",""
"08/01/2018 05:00:00 - 08/01/2018 06:00:00","BZN|NL","Without sequence","17.1","",""
"08/01/2018 06:00:00 - 08/01/2018 07:00:00","BZN|NL","Without sequence","30.03","",""
"08/01/2018 07:00:00 - 08/01/2018 08:00:00","BZN|NL","Without sequence","42.93","",""
"08/01/2018 08:00:00 - 08/01/2018 09:00:00","BZN|NL","Without sequence","44.95","",""
"08/01/2018 09:00:00 - 08/01/2018 10:00:00","BZN|NL","Without sequence","46.2","",""
"08/01/2018 10:00:00 - 08/01/2018 11:00:00","BZN|NL","Without sequence","50.0","",""
"08/01/2018 11:00:00 - 08/01/2018 12:00:00","BZN|NL","Without sequence","59.53","",""
"08/01/2018 12:00:00 - 08/01/2018 13:00:00","BZN|NL","Without sequence","43.8","",""
"08/01/2018 13:00:00 - 08/01/2018 14:00:00","BZN|NL","Without sequence","44.0","",""
"08/01/2018 14:00:00 - 08/01/2018 15:00:00","BZN|NL","Without sequence","46.61","",""
"08/01/2018 15:00:00 - 08/01/2018 16:00:00","BZN|NL","Without sequence","40.97","",""
"08/01/2018 16:00:00 - 08/01/2018 17:00:00","BZN|NL","Without sequence","51.31","",""
"08/01/2018 17:00:00 - 08/01/2018 18:00:00","BZN|NL","Without sequence","64.86","",""
"08/01/2018 18:00:00 - 08/01/2018 19:00:00","BZN|NL","Without sequence","37.5","",""
"08/01/2018 19:00:00 - 08/01/2018 20:00:00","BZN|NL","Without sequence","36.0","",""
"08/01/2018 20:00:00 - 08/01/2018 21:00:00","BZN|NL","Without sequence","42.15","",""
"08/01/2018 21:00:00 - 08/01/2018 22:00:00","BZN|NL","Without sequence","35.9","",""
"08/01/2018 22:00:00 - 08/01/2018 23:00:00","BZN|NL","Without sequence","33.0","",""
"08/01/2018 23:00:00 - 09/01/2018 00:00:00","BZN|NL","Without sequence","30.0","",""
"09/01/2018 00:00:00 - 09/01/2018 01:00:00","BZN|NL","Without sequence","35.1","",""
"09/01/2018 01:00:00 - 09/01/2018 02:00:00","BZN|NL","Without sequence","34.4","",""
"09/01/2018 02:00:00 - 09/01/2018 03:00:00","BZN|NL","Without sequence","34.2","",""
"09/01/2018 03:00:00 - 09/01/2018 04:00:00","BZN|NL","Without sequence","34.3","",""
"09/01/2018 04:00:00 - 09/01/2018 05:00:00","BZN|NL","Without sequence","30.1","",""
"09/01/2018 05:00:00 - 09/01/2018 06:00:00","BZN|NL","Without sequence","36.5","",""
"09/01/2018 06:00:00 - 09/01/2018 07:00:00","BZN|NL","Without sequence","41.5","",""
"09/01/2018 07:00:00 - 09/01/2018 08:00:00","BZN|NL","Without sequence","50.0","",""
"09/01/2018 08:00:00 - 09/01/2018 09:00:00","BZN|NL","Without sequence","40.0","",""
"09/01/2018 09:00:00 - 09/01/2018 10:00:00","BZN|NL","Without sequence","47.9","",""
"09/01/2018 10:00:00 - 09/01/2018 11:00:00","BZN|NL","Without sequence","52.7","",""
"09/01/2018 11:00:00 - 09/01/2018 12:00:00","BZN|NL","Without sequence","60.92","",""
"09/01/2018 12:00:00 - 09/01/2018 13:00:00","BZN|NL","Without sequence","55.9","",""
"09/01/2018 13:00:00 - 09/01/2018 14:00:00","BZN|NL","Without sequence","59.66","",""
"09/01/2018 14:00:00 - 09/01/2018 15:00:00","BZN|NL","Without sequence","55.53","",""
"09/01/2018 15:00:00 - 09/01/2018 16:00:00","BZN|NL","Without sequence","52.7","",""
"09/01/2018 16:00:00 - 09/01/2018 17:00:00","BZN|NL","Without sequence","54.84","",""
"09/01/2018 17:00:00 - 09/01/2018 18:00:00","BZN|NL","Without sequence","76.59","",""
"09/01/2018 18:00:00 - 09/01/2018 19:00:00","BZN|NL","Without sequence","42.91","",""
"09/01/2018 19:00:00 - 09/01/2018 20:00:00","BZN|NL","Without sequence","40.98","",""
"09/01/2018 20:00:00 - 09/01/2018 21:00:00","BZN|NL","Without sequence","40.9","",""
"09/01/2018 21:00:00 - 09/01/2018 22:00:00","BZN|NL","Without sequence","42.91","",""
"09/01/2018 22:00:00 - 09/01/2018 23:00:00","BZN|NL","Without sequence","39.36","",""
"09/01/2018 23:00:00 - 10/01/2018 00:00:00","BZN|NL","Without sequence","39.6","",""
"10/01/2018 00:00:00 - 10/01/2018 01:00:00","BZN|NL","Without sequence","34.4","",""
"10/01/2018 01:00:00 - 10/01/2018 02:00:00","BZN|NL","Without sequence","30.0","",""
"10/01/2018 02:00:00 - 10/01/2018 03:00:00","BZN|NL","Without sequence","28.87","",""
"10/01/2018 03:00:00 - 10/01/2018 04:00:00","BZN|NL","Without sequence","28.72","",""
"10/01/2018 04:00:00 - 10/01/2018 05:00:00","BZN|NL","Without sequence","31.97","",""
"10/01/2018 05:00:00 - 10/01/2018 06:00:00","BZN|NL","Without sequence","31.16","",""
"10/01/2018 06:00:00 - 10/01/2018 07:00:00","BZN|NL","Without sequence","34.87","",""
"10/01/2018 07:00:00 - 10/01/2018 08:00:00","BZN|NL","Without sequence","45.09","",""
"10/01/2018 08:00:00 - 10/01/2018 09:00:00","BZN|NL","Without sequence","49.57","",""
"10/01/2018 09:00:00 - 10/01/2018 10:00:00","BZN|NL","Without sequence","49.56","",""
"10/01/2018 10:00:00 - 10/01/2018 11:00:00","BZN|NL","Without sequence","49.63","",""
"10/01/2018 11:00:00 - 10/01/2018 12:00:00","BZN|NL","Without sequence","56.01","",""
"10/01/2018 12:00:00 - 10/01/2018 13:00:00","BZN|NL","Without sequence","49.1","",""
"10/01/2018 13:00:00 - 10/01/2018 14:00:00","BZN|NL","Without sequence","45.61","",""
"10/01/2018 14:00:00 - 10/01/2018 15:00:00","BZN|NL","Without sequence","47.1","",""
"10/01/2018 15:00:00 - 10/01/2018 16:00:00","BZN|NL","Without sequence","47.98","",""
"10/01/2018 16:00:00 - 10/01/2018 17:00:00","BZN|NL","Without sequence","48.9","",""
"10/01/2018 17:00:00 - 10/01/2018 18:00:00","BZN|NL","Without sequence","51.9","",""
"10/01/2018 18:00:00 - 10/01/2018 19:00:00","BZN|NL","Without sequence","52.69","",""
"10/01/2018 19:00:00 - 10/01/2018 20:00:00","BZN|NL","Without sequence","49.1","",""
"10/01/2018 20:00:00 - 10/01/2018 21:00:00","BZN|NL","Without sequence","44.0","",""
"10/01/2018 21:00:00 - 10/01/2018 22:00:00","BZN|NL","Without sequence","36.99","",""
"10/01/2018 22:00:00 - 10/01/2018 23:00:00","BZN|NL","Without sequence","38.43","",""
"10/01/2018 23:00:00 - 11/01/2018 00:00:00","BZN|NL","Without sequence","37.9","",""
"11/01/2018 00:00:00 - 11/01/2018 01:00:00","BZN|NL","Without sequence","37.33","",""
"11/01/2018 01:00:00 - 11/01/2018 02:00:00","BZN|NL","Without sequence","36.3","",""
"11/01/2018 02:00:00 - 11/01/2018 03:00:00","BZN|NL","Without sequence","34.2","",""
"11/01/2018 03:00:00 - 11/01/2018 04:00:00","BZN|NL","Without sequence","33.0","",""
"11/01/2018 04:00:00 - 11/01/2018 05:00:00","BZN|NL","Without sequence","33.05","",""
"11/01/2018 05:00:00 - 11/01/2018 06:00:00","BZN|NL","Without sequence","37.09","",""
"11/01/2018 06:00:00 - 11/01/2018 07:00:00","BZN|NL","Without sequence","41.5","",""
"11/01/2018 07:00:00 - 11/01/2018 08:00:00","BZN|NL","Without sequence","53.07","",""
"11/01/2018 08:00:00 - 11/01/2018 09:00:00","BZN|NL","Without sequence","57.58","",""
"11/01/2018 09:00:00 - 11/01/2018 10:00:00","BZN|NL","Without sequence","59.32","",""
"11/01/2018 10:00:00 - 11/01/2018 11:00:00","BZN|NL","Without sequence","61.86","",""
"11/01/2018 11:00:00 - 11/01/2018 12:00:00","BZN|NL","Without sequence","60.13","",""
"11/01/2018 12:00:00 - 11/01/2018 13:00:00","BZN|NL","Without sequence","54.61","",""
"11/01/2018 13:00:00 - 11/01/2018 14:00:00","BZN|NL","Without sequence","54.83","",""
"11/01/2018 14:00:00 - 11/01/2018 15:00:00","BZN|NL","Without sequence","54.74","",""
"11/01/2018 15:00:00 - 11/01/2018 16:00:00","BZN|NL","Without sequence","54.01","",""
"11/01/2018 16:00:00 - 11/01/2018 17:00:00","BZN|NL","Without sequence","54.96","",""
"11/01/2018 17:00:00 - 11/01/2018 18:00:00","BZN|NL","Without sequence","58.24","",""
"11/01/2018 18:00:00 - 11/01/2018 19:00:00","BZN|NL","Without sequence","57.96","",""
"11/01/2018 19:00:00 - 11/01/2018 20:00:00","BZN|NL","Without sequence","54.9","",""
"11/01/2018 20:00:00 - 11/01/2018 21:00:00","BZN|NL","Without sequence","50.0","",""
"11/01/2018 21:00:00 - 11/01/2018 22:00:00","BZN|NL","Without sequence","43.13","",""
"11/01/2018 22:00:00 - 11/01/2018 23:00:00","BZN|NL","Without sequence","42.4","",""
"11/01/2018 23:00:00 - 12/01/2018 00:00:00","BZN|NL","Without sequence","37.92","",""
"12/01/2018 00:00:00 - 12/01/2018 01:00:00","BZN|NL","Without sequence","40.75","",""
"12/01/2018 01:00:00 - 12/01/2018 02:00:00","BZN|NL","Without sequence","36.6","",""
"12/01/2018 02:00:00 - 12/01/2018 03:00:00","BZN|NL","Without sequence","34.0","",""
"12/01/2018 03:00:00 - 12/01/2018 04:00:00","BZN|NL","Without sequence","33.08","",""
"12/01/2018 04:00:00 - 12/01/2018 05:00:00","BZN|NL","Without sequence","34.5","",""
"12/01/2018 05:00:00 - 12/01/2018 06:00:00","BZN|NL","Without sequence","35.1","",""
"12/01/2018 06:00:00 - 12/01/2018 07:00:00","BZN|NL","Without sequence","39.93","",""
"12/01/2018 07:00:00 - 12/01/2018 08:00:00","BZN|NL","Without sequence","48.5","",""
"12/01/2018 08:00:00 - 12/01/2018 09:00:00","BZN|NL","Without sequence","51.85","",""
"12/01/2018 09:00:00 - 12/01/2018 10:00:00","BZN|NL","Without sequence","63.0","",""
"12/01/2018 10:00:00 - 12/01/2018 11:00:00","BZN|NL","Without sequence","63.08","",""
"12/01/2018 11:00:00 - 12/01/2018 12:00:00","BZN|NL","Without sequence","61.67","",""
"12/01/2018 12:00:00 - 12/01/2018 13:00:00","BZN|NL","Without sequence","59.0","",""
"12/01/2018 13:00:00 - 12/01/2018 14:00:00","BZN|NL","Without sequence","57.08","",""
"12/01/2018 14:00:00 - 12/01/2018 15:00:00","BZN|NL","Without sequence","49.9","",""
"12/01/2018 15:00:00 - 12/01/2018 16:00:00","BZN|NL","Without sequence","45.92","",""
"12/01/2018 16:00:00 - 12/01/2018 17:00:00","BZN|NL","Without sequence","46.5","",""
"12/01/2018 17:00:00 - 12/01/2018 18:00:00","BZN|NL","Without sequence","50.52","",""
