"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"27/03/2018 15:00:00 - 27/03/2018 16:00:00","BZN|NL","Without sequence","47.14","",""
"27/03/2018 16:00:00 - 27/03/2018 17:00:00","BZN|NL","Without sequence","40.73","",""
"27/03/2018 17:00:00 - 27/03/2018 18:00:00","BZN|NL","Without sequence","41.22","",""
"27/03/2018 18:00:00 - 27/03/2018 19:00:00","BZN|NL","Without sequence","42.0","",""
"27/03/2018 19:00:00 - 27/03/2018 20:00:00","BZN|NL","Without sequence","50.1","",""
"27/03/2018 20:00:00 - 27/03/2018 21:00:00","BZN|NL","Without sequence","66.46","",""
"27/03/2018 21:00:00 - 27/03/2018 22:00:00","BZN|NL","Without sequence","64.4","",""
"27/03/2018 22:00:00 - 27/03/2018 23:00:00","BZN|NL","Without sequence","49.9","",""
"27/03/2018 23:00:00 - 28/03/2018 00:00:00","BZN|NL","Without sequence","44.83","",""
"28/03/2018 00:00:00 - 28/03/2018 01:00:00","BZN|NL","Without sequence","36.4","",""
"28/03/2018 01:00:00 - 28/03/2018 02:00:00","BZN|NL","Without sequence","34.98","",""
"28/03/2018 02:00:00 - 28/03/2018 03:00:00","BZN|NL","Without sequence","33.72","",""
"28/03/2018 03:00:00 - 28/03/2018 04:00:00","BZN|NL","Without sequence","32.62","",""
"28/03/2018 04:00:00 - 28/03/2018 05:00:00","BZN|NL","Without sequence","33.3","",""
"28/03/2018 05:00:00 - 28/03/2018 06:00:00","BZN|NL","Without sequence","35.05","",""
"28/03/2018 06:00:00 - 28/03/2018 07:00:00","BZN|NL","Without sequence","48.0","",""
"28/03/2018 07:00:00 - 28/03/2018 08:00:00","BZN|NL","Without sequence","72.47","",""
"28/03/2018 08:00:00 - 28/03/2018 09:00:00","BZN|NL","Without sequence","76.18","",""
"28/03/2018 09:00:00 - 28/03/2018 10:00:00","BZN|NL","Without sequence","77.3","",""
"28/03/2018 10:00:00 - 28/03/2018 11:00:00","BZN|NL","Without sequence","74.78","",""
"28/03/2018 11:00:00 - 28/03/2018 12:00:00","BZN|NL","Without sequence","70.65","",""
"28/03/2018 12:00:00 - 28/03/2018 13:00:00","BZN|NL","Without sequence","68.37","",""
"28/03/2018 13:00:00 - 28/03/2018 14:00:00","BZN|NL","Without sequence","58.28","",""
"28/03/2018 14:00:00 - 28/03/2018 15:00:00","BZN|NL","Without sequence","47.47","",""
"28/03/2018 15:00:00 - 28/03/2018 16:00:00","BZN|NL","Without sequence","44.07","",""
"28/03/2018 16:00:00 - 28/03/2018 17:00:00","BZN|NL","Without sequence","42.35","",""
"28/03/2018 17:00:00 - 28/03/2018 18:00:00","BZN|NL","Without sequence","40.72","",""
"28/03/2018 18:00:00 - 28/03/2018 19:00:00","BZN|NL","Without sequence","40.16","",""
"28/03/2018 19:00:00 - 28/03/2018 20:00:00","BZN|NL","Without sequence","45.99","",""
"28/03/2018 20:00:00 - 28/03/2018 21:00:00","BZN|NL","Without sequence","45.56","",""
"28/03/2018 21:00:00 - 28/03/2018 22:00:00","BZN|NL","Without sequence","39.32","",""
"28/03/2018 22:00:00 - 28/03/2018 23:00:00","BZN|NL","Without sequence","45.39","",""
"28/03/2018 23:00:00 - 29/03/2018 00:00:00","BZN|NL","Without sequence","38.46","",""
"29/03/2018 00:00:00 - 29/03/2018 01:00:00","BZN|NL","Without sequence","44.44","",""
"29/03/2018 01:00:00 - 29/03/2018 02:00:00","BZN|NL","Without sequence","40.0","",""
"29/03/2018 02:00:00 - 29/03/2018 03:00:00","BZN|NL","Without sequence","36.0","",""
"29/03/2018 03:00:00 - 29/03/2018 04:00:00","BZN|NL","Without sequence","35.05","",""
"29/03/2018 04:00:00 - 29/03/2018 05:00:00","BZN|NL","Without sequence","34.0","",""
"29/03/2018 05:00:00 - 29/03/2018 06:00:00","BZN|NL","Without sequence","39.0","",""
"29/03/2018 06:00:00 - 29/03/2018 07:00:00","BZN|NL","Without sequence","46.62","",""
"29/03/2018 07:00:00 - 29/03/2018 08:00:00","BZN|NL","Without sequence","58.28","",""
"29/03/2018 08:00:00 - 29/03/2018 09:00:00","BZN|NL","Without sequence","74.34","",""
"29/03/2018 09:00:00 - 29/03/2018 10:00:00","BZN|NL","Without sequence","89.17","",""
"29/03/2018 10:00:00 - 29/03/2018 11:00:00","BZN|NL","Without sequence","80.9","",""
"29/03/2018 11:00:00 - 29/03/2018 12:00:00","BZN|NL","Without sequence","64.37","",""
"29/03/2018 12:00:00 - 29/03/2018 13:00:00","BZN|NL","Without sequence","51.17","",""
"29/03/2018 13:00:00 - 29/03/2018 14:00:00","BZN|NL","Without sequence","44.9","",""
"29/03/2018 14:00:00 - 29/03/2018 15:00:00","BZN|NL","Without sequence","37.6","",""
"29/03/2018 15:00:00 - 29/03/2018 16:00:00","BZN|NL","Without sequence","39.63","",""
"29/03/2018 16:00:00 - 29/03/2018 17:00:00","BZN|NL","Without sequence","38.92","",""
"29/03/2018 17:00:00 - 29/03/2018 18:00:00","BZN|NL","Without sequence","42.27","",""
"29/03/2018 18:00:00 - 29/03/2018 19:00:00","BZN|NL","Without sequence","44.99","",""
"29/03/2018 19:00:00 - 29/03/2018 20:00:00","BZN|NL","Without sequence","62.6","",""
"29/03/2018 20:00:00 - 29/03/2018 21:00:00","BZN|NL","Without sequence","62.69","",""
"29/03/2018 21:00:00 - 29/03/2018 22:00:00","BZN|NL","Without sequence","45.5","",""
"29/03/2018 22:00:00 - 29/03/2018 23:00:00","BZN|NL","Without sequence","44.62","",""
"29/03/2018 23:00:00 - 30/03/2018 00:00:00","BZN|NL","Without sequence","40.87","",""
"30/03/2018 00:00:00 - 30/03/2018 01:00:00","BZN|NL","Without sequence","35.69","",""
"30/03/2018 01:00:00 - 30/03/2018 02:00:00","BZN|NL","Without sequence","35.8","",""
"30/03/2018 02:00:00 - 30/03/2018 03:00:00","BZN|NL","Without sequence","31.68","",""
"30/03/2018 03:00:00 - 30/03/2018 04:00:00","BZN|NL","Without sequence","32.11","",""
"30/03/2018 04:00:00 - 30/03/2018 05:00:00","BZN|NL","Without sequence","30.79","",""
"30/03/2018 05:00:00 - 30/03/2018 06:00:00","BZN|NL","Without sequence","33.57","",""
"30/03/2018 06:00:00 - 30/03/2018 07:00:00","BZN|NL","Without sequence","37.03","",""
"30/03/2018 07:00:00 - 30/03/2018 08:00:00","BZN|NL","Without sequence","51.0","",""
"30/03/2018 08:00:00 - 30/03/2018 09:00:00","BZN|NL","Without sequence","52.79","",""
"30/03/2018 09:00:00 - 30/03/2018 10:00:00","BZN|NL","Without sequence","69.6","",""
"30/03/2018 10:00:00 - 30/03/2018 11:00:00","BZN|NL","Without sequence","65.0","",""
"30/03/2018 11:00:00 - 30/03/2018 12:00:00","BZN|NL","Without sequence","61.94","",""
"30/03/2018 12:00:00 - 30/03/2018 13:00:00","BZN|NL","Without sequence","55.0","",""
"30/03/2018 13:00:00 - 30/03/2018 14:00:00","BZN|NL","Without sequence","54.2","",""
"30/03/2018 14:00:00 - 30/03/2018 15:00:00","BZN|NL","Without sequence","47.13","",""
"30/03/2018 15:00:00 - 30/03/2018 16:00:00","BZN|NL","Without sequence","46.81","",""
"30/03/2018 16:00:00 - 30/03/2018 17:00:00","BZN|NL","Without sequence","46.34","",""
"30/03/2018 17:00:00 - 30/03/2018 18:00:00","BZN|NL","Without sequence","49.86","",""
"30/03/2018 18:00:00 - 30/03/2018 19:00:00","BZN|NL","Without sequence","44.5","",""
"30/03/2018 19:00:00 - 30/03/2018 20:00:00","BZN|NL","Without sequence","55.91","",""
"30/03/2018 20:00:00 - 30/03/2018 21:00:00","BZN|NL","Without sequence","58.11","",""
"30/03/2018 21:00:00 - 30/03/2018 22:00:00","BZN|NL","Without sequence","42.4","",""
"30/03/2018 22:00:00 - 30/03/2018 23:00:00","BZN|NL","Without sequence","47.4","",""
"30/03/2018 23:00:00 - 31/03/2018 00:00:00","BZN|NL","Without sequence","36.9","",""
"31/03/2018 00:00:00 - 31/03/2018 01:00:00","BZN|NL","Without sequence","42.8","",""
"31/03/2018 01:00:00 - 31/03/2018 02:00:00","BZN|NL","Without sequence","40.75","",""
"31/03/2018 02:00:00 - 31/03/2018 03:00:00","BZN|NL","Without sequence","39.9","",""
"31/03/2018 03:00:00 - 31/03/2018 04:00:00","BZN|NL","Without sequence","44.9","",""
"31/03/2018 04:00:00 - 31/03/2018 05:00:00","BZN|NL","Without sequence","44.62","",""
"31/03/2018 05:00:00 - 31/03/2018 06:00:00","BZN|NL","Without sequence","42.43","",""
"31/03/2018 06:00:00 - 31/03/2018 07:00:00","BZN|NL","Without sequence","42.4","",""
"31/03/2018 07:00:00 - 31/03/2018 08:00:00","BZN|NL","Without sequence","47.8","",""
"31/03/2018 08:00:00 - 31/03/2018 09:00:00","BZN|NL","Without sequence","48.3","",""
"31/03/2018 09:00:00 - 31/03/2018 10:00:00","BZN|NL","Without sequence","59.94","",""
"31/03/2018 10:00:00 - 31/03/2018 11:00:00","BZN|NL","Without sequence","64.32","",""
"31/03/2018 11:00:00 - 31/03/2018 12:00:00","BZN|NL","Without sequence","43.1","",""
"31/03/2018 12:00:00 - 31/03/2018 13:00:00","BZN|NL","Without sequence","38.0","",""
"31/03/2018 13:00:00 - 31/03/2018 14:00:00","BZN|NL","Without sequence","37.4","",""
"31/03/2018 14:00:00 - 31/03/2018 15:00:00","BZN|NL","Without sequence","37.4","",""
"31/03/2018 15:00:00 - 31/03/2018 16:00:00","BZN|NL","Without sequence","37.25","",""
"31/03/2018 16:00:00 - 31/03/2018 17:00:00","BZN|NL","Without sequence","38.01","",""
"31/03/2018 17:00:00 - 31/03/2018 18:00:00","BZN|NL","Without sequence","43.71","",""
"31/03/2018 18:00:00 - 31/03/2018 19:00:00","BZN|NL","Without sequence","50.0","",""
"31/03/2018 19:00:00 - 31/03/2018 20:00:00","BZN|NL","Without sequence","52.4","",""
"31/03/2018 20:00:00 - 31/03/2018 21:00:00","BZN|NL","Without sequence","62.74","",""
"31/03/2018 21:00:00 - 31/03/2018 22:00:00","BZN|NL","Without sequence","65.0","",""
"31/03/2018 22:00:00 - 31/03/2018 23:00:00","BZN|NL","Without sequence","68.82","",""
"31/03/2018 23:00:00 - 01/04/2018 00:00:00","BZN|NL","Without sequence","45.79","",""
"01/04/2018 00:00:00 - 01/04/2018 01:00:00","BZN|NL","Without sequence","50.89","",""
"01/04/2018 01:00:00 - 01/04/2018 02:00:00","BZN|NL","Without sequence","38.81","",""
"01/04/2018 02:00:00 - 01/04/2018 03:00:00","BZN|NL","Without sequence","37.1","",""
"01/04/2018 03:00:00 - 01/04/2018 04:00:00","BZN|NL","Without sequence","34.1","",""
"01/04/2018 04:00:00 - 01/04/2018 05:00:00","BZN|NL","Without sequence","34.0","",""
"01/04/2018 05:00:00 - 01/04/2018 06:00:00","BZN|NL","Without sequence","34.0","",""
"01/04/2018 06:00:00 - 01/04/2018 07:00:00","BZN|NL","Without sequence","35.6","",""
"01/04/2018 07:00:00 - 01/04/2018 08:00:00","BZN|NL","Without sequence","35.0","",""
"01/04/2018 08:00:00 - 01/04/2018 09:00:00","BZN|NL","Without sequence","37.4","",""
"01/04/2018 09:00:00 - 01/04/2018 10:00:00","BZN|NL","Without sequence","39.9","",""
"01/04/2018 10:00:00 - 01/04/2018 11:00:00","BZN|NL","Without sequence","38.0","",""
"01/04/2018 11:00:00 - 01/04/2018 12:00:00","BZN|NL","Without sequence","36.4","",""
"01/04/2018 12:00:00 - 01/04/2018 13:00:00","BZN|NL","Without sequence","35.2","",""
"01/04/2018 13:00:00 - 01/04/2018 14:00:00","BZN|NL","Without sequence","34.8","",""
"01/04/2018 14:00:00 - 01/04/2018 15:00:00","BZN|NL","Without sequence","33.9","",""
"01/04/2018 15:00:00 - 01/04/2018 16:00:00","BZN|NL","Without sequence","32.4","",""
"01/04/2018 16:00:00 - 01/04/2018 17:00:00","BZN|NL","Without sequence","34.0","",""
"01/04/2018 17:00:00 - 01/04/2018 18:00:00","BZN|NL","Without sequence","38.4","",""
"01/04/2018 18:00:00 - 01/04/2018 19:00:00","BZN|NL","Without sequence","56.5","",""
"01/04/2018 19:00:00 - 01/04/2018 20:00:00","BZN|NL","Without sequence","61.5","",""
"01/04/2018 20:00:00 - 01/04/2018 21:00:00","BZN|NL","Without sequence","72.4","",""
"01/04/2018 21:00:00 - 01/04/2018 22:00:00","BZN|NL","Without sequence","59.72","",""
"01/04/2018 22:00:00 - 01/04/2018 23:00:00","BZN|NL","Without sequence","50.0","",""
"01/04/2018 23:00:00 - 02/04/2018 00:00:00","BZN|NL","Without sequence","50.0","",""
"02/04/2018 00:00:00 - 02/04/2018 01:00:00","BZN|NL","Without sequence","56.17","",""
"02/04/2018 01:00:00 - 02/04/2018 02:00:00","BZN|NL","Without sequence","36.7","",""
"02/04/2018 02:00:00 - 02/04/2018 03:00:00","BZN|NL","Without sequence","32.5","",""
"02/04/2018 03:00:00 - 02/04/2018 04:00:00","BZN|NL","Without sequence","32.5","",""
"02/04/2018 04:00:00 - 02/04/2018 05:00:00","BZN|NL","Without sequence","32.4","",""
"02/04/2018 05:00:00 - 02/04/2018 06:00:00","BZN|NL","Without sequence","34.0","",""
"02/04/2018 06:00:00 - 02/04/2018 07:00:00","BZN|NL","Without sequence","37.4","",""
"02/04/2018 07:00:00 - 02/04/2018 08:00:00","BZN|NL","Without sequence","38.2","",""
"02/04/2018 08:00:00 - 02/04/2018 09:00:00","BZN|NL","Without sequence","44.33","",""
"02/04/2018 09:00:00 - 02/04/2018 10:00:00","BZN|NL","Without sequence","50.08","",""
"02/04/2018 10:00:00 - 02/04/2018 11:00:00","BZN|NL","Without sequence","55.31","",""
"02/04/2018 11:00:00 - 02/04/2018 12:00:00","BZN|NL","Without sequence","55.43","",""
"02/04/2018 12:00:00 - 02/04/2018 13:00:00","BZN|NL","Without sequence","40.0","",""
"02/04/2018 13:00:00 - 02/04/2018 14:00:00","BZN|NL","Without sequence","36.7","",""
"02/04/2018 14:00:00 - 02/04/2018 15:00:00","BZN|NL","Without sequence","33.5","",""
"02/04/2018 15:00:00 - 02/04/2018 16:00:00","BZN|NL","Without sequence","30.8","",""
"02/04/2018 16:00:00 - 02/04/2018 17:00:00","BZN|NL","Without sequence","27.4","",""
"02/04/2018 17:00:00 - 02/04/2018 18:00:00","BZN|NL","Without sequence","32.6","",""
"02/04/2018 18:00:00 - 02/04/2018 19:00:00","BZN|NL","Without sequence","36.2","",""
"02/04/2018 19:00:00 - 02/04/2018 20:00:00","BZN|NL","Without sequence","37.66","",""
"02/04/2018 20:00:00 - 02/04/2018 21:00:00","BZN|NL","Without sequence","37.56","",""
"02/04/2018 21:00:00 - 02/04/2018 22:00:00","BZN|NL","Without sequence","37.0","",""
"02/04/2018 22:00:00 - 02/04/2018 23:00:00","BZN|NL","Without sequence","53.46","",""
"02/04/2018 23:00:00 - 03/04/2018 00:00:00","BZN|NL","Without sequence","56.56","",""
"03/04/2018 00:00:00 - 03/04/2018 01:00:00","BZN|NL","Without sequence","38.0","",""
"03/04/2018 01:00:00 - 03/04/2018 02:00:00","BZN|NL","Without sequence","33.0","",""
"03/04/2018 02:00:00 - 03/04/2018 03:00:00","BZN|NL","Without sequence","30.64","",""
"03/04/2018 03:00:00 - 03/04/2018 04:00:00","BZN|NL","Without sequence","12.0","",""
"03/04/2018 04:00:00 - 03/04/2018 05:00:00","BZN|NL","Without sequence","18.0","",""
"03/04/2018 05:00:00 - 03/04/2018 06:00:00","BZN|NL","Without sequence","23.33","",""
"03/04/2018 06:00:00 - 03/04/2018 07:00:00","BZN|NL","Without sequence","39.66","",""
"03/04/2018 07:00:00 - 03/04/2018 08:00:00","BZN|NL","Without sequence","62.33","",""
"03/04/2018 08:00:00 - 03/04/2018 09:00:00","BZN|NL","Without sequence","58.9","",""
"03/04/2018 09:00:00 - 03/04/2018 10:00:00","BZN|NL","Without sequence","70.95","",""
"03/04/2018 10:00:00 - 03/04/2018 11:00:00","BZN|NL","Without sequence","60.93","",""
"03/04/2018 11:00:00 - 03/04/2018 12:00:00","BZN|NL","Without sequence","41.66","",""
"03/04/2018 12:00:00 - 03/04/2018 13:00:00","BZN|NL","Without sequence","48.58","",""
"03/04/2018 13:00:00 - 03/04/2018 14:00:00","BZN|NL","Without sequence","38.0","",""
"03/04/2018 14:00:00 - 03/04/2018 15:00:00","BZN|NL","Without sequence","35.47","",""
"03/04/2018 15:00:00 - 03/04/2018 16:00:00","BZN|NL","Without sequence","37.9","",""
"03/04/2018 16:00:00 - 03/04/2018 17:00:00","BZN|NL","Without sequence","41.85","",""
"03/04/2018 17:00:00 - 03/04/2018 18:00:00","BZN|NL","Without sequence","49.93","",""
"03/04/2018 18:00:00 - 03/04/2018 19:00:00","BZN|NL","Without sequence","48.58","",""
"03/04/2018 19:00:00 - 03/04/2018 20:00:00","BZN|NL","Without sequence","49.95","",""
"03/04/2018 20:00:00 - 03/04/2018 21:00:00","BZN|NL","Without sequence","47.85","",""
"03/04/2018 21:00:00 - 03/04/2018 22:00:00","BZN|NL","Without sequence","42.87","",""
"03/04/2018 22:00:00 - 03/04/2018 23:00:00","BZN|NL","Without sequence","39.2","",""
"03/04/2018 23:00:00 - 04/04/2018 00:00:00","BZN|NL","Without sequence","38.72","",""
"04/04/2018 00:00:00 - 04/04/2018 01:00:00","BZN|NL","Without sequence","28.63","",""
"04/04/2018 01:00:00 - 04/04/2018 02:00:00","BZN|NL","Without sequence","26.91","",""
"04/04/2018 02:00:00 - 04/04/2018 03:00:00","BZN|NL","Without sequence","22.04","",""
"04/04/2018 03:00:00 - 04/04/2018 04:00:00","BZN|NL","Without sequence","15.25","",""
"04/04/2018 04:00:00 - 04/04/2018 05:00:00","BZN|NL","Without sequence","24.8","",""
"04/04/2018 05:00:00 - 04/04/2018 06:00:00","BZN|NL","Without sequence","28.46","",""
"04/04/2018 06:00:00 - 04/04/2018 07:00:00","BZN|NL","Without sequence","42.75","",""
"04/04/2018 07:00:00 - 04/04/2018 08:00:00","BZN|NL","Without sequence","48.5","",""
"04/04/2018 08:00:00 - 04/04/2018 09:00:00","BZN|NL","Without sequence","55.51","",""
"04/04/2018 09:00:00 - 04/04/2018 10:00:00","BZN|NL","Without sequence","48.76","",""
"04/04/2018 10:00:00 - 04/04/2018 11:00:00","BZN|NL","Without sequence","45.0","",""
"04/04/2018 11:00:00 - 04/04/2018 12:00:00","BZN|NL","Without sequence","44.9","",""
"04/04/2018 12:00:00 - 04/04/2018 13:00:00","BZN|NL","Without sequence","37.62","",""
"04/04/2018 13:00:00 - 04/04/2018 14:00:00","BZN|NL","Without sequence","34.9","",""
"04/04/2018 14:00:00 - 04/04/2018 15:00:00","BZN|NL","Without sequence","31.94","",""
"04/04/2018 15:00:00 - 04/04/2018 16:00:00","BZN|NL","Without sequence","32.07","",""
"04/04/2018 16:00:00 - 04/04/2018 17:00:00","BZN|NL","Without sequence","34.3","",""
"04/04/2018 17:00:00 - 04/04/2018 18:00:00","BZN|NL","Without sequence","39.0","",""
"04/04/2018 18:00:00 - 04/04/2018 19:00:00","BZN|NL","Without sequence","42.4","",""
"04/04/2018 19:00:00 - 04/04/2018 20:00:00","BZN|NL","Without sequence","42.79","",""
"04/04/2018 20:00:00 - 04/04/2018 21:00:00","BZN|NL","Without sequence","43.74","",""
"04/04/2018 21:00:00 - 04/04/2018 22:00:00","BZN|NL","Without sequence","42.54","",""
"04/04/2018 22:00:00 - 04/04/2018 23:00:00","BZN|NL","Without sequence","39.62","",""
"04/04/2018 23:00:00 - 05/04/2018 00:00:00","BZN|NL","Without sequence","32.09","",""
"05/04/2018 00:00:00 - 05/04/2018 01:00:00","BZN|NL","Without sequence","32.31","",""
"05/04/2018 01:00:00 - 05/04/2018 02:00:00","BZN|NL","Without sequence","28.79","",""
"05/04/2018 02:00:00 - 05/04/2018 03:00:00","BZN|NL","Without sequence","26.07","",""
"05/04/2018 03:00:00 - 05/04/2018 04:00:00","BZN|NL","Without sequence","21.6","",""
"05/04/2018 04:00:00 - 05/04/2018 05:00:00","BZN|NL","Without sequence","21.06","",""
"05/04/2018 05:00:00 - 05/04/2018 06:00:00","BZN|NL","Without sequence","27.82","",""
"05/04/2018 06:00:00 - 05/04/2018 07:00:00","BZN|NL","Without sequence","38.6","",""
"05/04/2018 07:00:00 - 05/04/2018 08:00:00","BZN|NL","Without sequence","45.22","",""
"05/04/2018 08:00:00 - 05/04/2018 09:00:00","BZN|NL","Without sequence","44.94","",""
"05/04/2018 09:00:00 - 05/04/2018 10:00:00","BZN|NL","Without sequence","41.93","",""
"05/04/2018 10:00:00 - 05/04/2018 11:00:00","BZN|NL","Without sequence","45.04","",""
"05/04/2018 11:00:00 - 05/04/2018 12:00:00","BZN|NL","Without sequence","41.23","",""
"05/04/2018 12:00:00 - 05/04/2018 13:00:00","BZN|NL","Without sequence","37.91","",""
"05/04/2018 13:00:00 - 05/04/2018 14:00:00","BZN|NL","Without sequence","37.68","",""
"05/04/2018 14:00:00 - 05/04/2018 15:00:00","BZN|NL","Without sequence","37.4","",""
"05/04/2018 15:00:00 - 05/04/2018 16:00:00","BZN|NL","Without sequence","35.9","",""
"05/04/2018 16:00:00 - 05/04/2018 17:00:00","BZN|NL","Without sequence","39.68","",""
"05/04/2018 17:00:00 - 05/04/2018 18:00:00","BZN|NL","Without sequence","37.62","",""
"05/04/2018 18:00:00 - 05/04/2018 19:00:00","BZN|NL","Without sequence","44.49","",""
"05/04/2018 19:00:00 - 05/04/2018 20:00:00","BZN|NL","Without sequence","47.18","",""
"05/04/2018 20:00:00 - 05/04/2018 21:00:00","BZN|NL","Without sequence","49.1","",""
"05/04/2018 21:00:00 - 05/04/2018 22:00:00","BZN|NL","Without sequence","49.4","",""
"05/04/2018 22:00:00 - 05/04/2018 23:00:00","BZN|NL","Without sequence","46.4","",""
"05/04/2018 23:00:00 - 06/04/2018 00:00:00","BZN|NL","Without sequence","46.4","",""
"06/04/2018 00:00:00 - 06/04/2018 01:00:00","BZN|NL","Without sequence","37.0","",""
"06/04/2018 01:00:00 - 06/04/2018 02:00:00","BZN|NL","Without sequence","29.41","",""
"06/04/2018 02:00:00 - 06/04/2018 03:00:00","BZN|NL","Without sequence","30.0","",""
"06/04/2018 03:00:00 - 06/04/2018 04:00:00","BZN|NL","Without sequence","29.06","",""
"06/04/2018 04:00:00 - 06/04/2018 05:00:00","BZN|NL","Without sequence","29.0","",""
"06/04/2018 05:00:00 - 06/04/2018 06:00:00","BZN|NL","Without sequence","34.35","",""
"06/04/2018 06:00:00 - 06/04/2018 07:00:00","BZN|NL","Without sequence","43.18","",""
"06/04/2018 07:00:00 - 06/04/2018 08:00:00","BZN|NL","Without sequence","53.79","",""
"06/04/2018 08:00:00 - 06/04/2018 09:00:00","BZN|NL","Without sequence","55.05","",""
"06/04/2018 09:00:00 - 06/04/2018 10:00:00","BZN|NL","Without sequence","51.5","",""
"06/04/2018 10:00:00 - 06/04/2018 11:00:00","BZN|NL","Without sequence","41.94","",""
"06/04/2018 11:00:00 - 06/04/2018 12:00:00","BZN|NL","Without sequence","39.19","",""
"06/04/2018 12:00:00 - 06/04/2018 13:00:00","BZN|NL","Without sequence","32.6","",""
"06/04/2018 13:00:00 - 06/04/2018 14:00:00","BZN|NL","Without sequence","29.9","",""
"06/04/2018 14:00:00 - 06/04/2018 15:00:00","BZN|NL","Without sequence","30.0","",""
"06/04/2018 15:00:00 - 06/04/2018 16:00:00","BZN|NL","Without sequence","28.63","",""
"06/04/2018 16:00:00 - 06/04/2018 17:00:00","BZN|NL","Without sequence","28.65","",""
"06/04/2018 17:00:00 - 06/04/2018 18:00:00","BZN|NL","Without sequence","31.68","",""
"06/04/2018 18:00:00 - 06/04/2018 19:00:00","BZN|NL","Without sequence","38.76","",""
"06/04/2018 19:00:00 - 06/04/2018 20:00:00","BZN|NL","Without sequence","42.17","",""
"06/04/2018 20:00:00 - 06/04/2018 21:00:00","BZN|NL","Without sequence","42.99","",""
"06/04/2018 21:00:00 - 06/04/2018 22:00:00","BZN|NL","Without sequence","39.9","",""
"06/04/2018 22:00:00 - 06/04/2018 23:00:00","BZN|NL","Without sequence","49.9","",""
"06/04/2018 23:00:00 - 07/04/2018 00:00:00","BZN|NL","Without sequence","47.4","",""
"07/04/2018 00:00:00 - 07/04/2018 01:00:00","BZN|NL","Without sequence","36.7","",""
"07/04/2018 01:00:00 - 07/04/2018 02:00:00","BZN|NL","Without sequence","35.0","",""
"07/04/2018 02:00:00 - 07/04/2018 03:00:00","BZN|NL","Without sequence","30.0","",""
"07/04/2018 03:00:00 - 07/04/2018 04:00:00","BZN|NL","Without sequence","33.6","",""
"07/04/2018 04:00:00 - 07/04/2018 05:00:00","BZN|NL","Without sequence","29.0","",""
"07/04/2018 05:00:00 - 07/04/2018 06:00:00","BZN|NL","Without sequence","30.2","",""
"07/04/2018 06:00:00 - 07/04/2018 07:00:00","BZN|NL","Without sequence","34.5","",""
"07/04/2018 07:00:00 - 07/04/2018 08:00:00","BZN|NL","Without sequence","31.9","",""
"07/04/2018 08:00:00 - 07/04/2018 09:00:00","BZN|NL","Without sequence","42.04","",""
"07/04/2018 09:00:00 - 07/04/2018 10:00:00","BZN|NL","Without sequence","55.3","",""
"07/04/2018 10:00:00 - 07/04/2018 11:00:00","BZN|NL","Without sequence","38.94","",""
"07/04/2018 11:00:00 - 07/04/2018 12:00:00","BZN|NL","Without sequence","34.4","",""
"07/04/2018 12:00:00 - 07/04/2018 13:00:00","BZN|NL","Without sequence","30.1","",""
"07/04/2018 13:00:00 - 07/04/2018 14:00:00","BZN|NL","Without sequence","36.5","",""
"07/04/2018 14:00:00 - 07/04/2018 15:00:00","BZN|NL","Without sequence","32.4","",""
"07/04/2018 15:00:00 - 07/04/2018 16:00:00","BZN|NL","Without sequence","34.0","",""
"07/04/2018 16:00:00 - 07/04/2018 17:00:00","BZN|NL","Without sequence","32.4","",""
"07/04/2018 17:00:00 - 07/04/2018 18:00:00","BZN|NL","Without sequence","34.4","",""
"07/04/2018 18:00:00 - 07/04/2018 19:00:00","BZN|NL","Without sequence","34.5","",""
"07/04/2018 19:00:00 - 07/04/2018 20:00:00","BZN|NL","Without sequence","40.45","",""
"07/04/2018 20:00:00 - 07/04/2018 21:00:00","BZN|NL","Without sequence","59.9","",""
"07/04/2018 21:00:00 - 07/04/2018 22:00:00","BZN|NL","Without sequence","75.98","",""
"07/04/2018 22:00:00 - 07/04/2018 23:00:00","BZN|NL","Without sequence","38.36","",""
"07/04/2018 23:00:00 - 08/04/2018 00:00:00","BZN|NL","Without sequence","36.84","",""
"08/04/2018 00:00:00 - 08/04/2018 01:00:00","BZN|NL","Without sequence","37.0","",""
"08/04/2018 01:00:00 - 08/04/2018 02:00:00","BZN|NL","Without sequence","30.52","",""
"08/04/2018 02:00:00 - 08/04/2018 03:00:00","BZN|NL","Without sequence","34.3","",""
"08/04/2018 03:00:00 - 08/04/2018 04:00:00","BZN|NL","Without sequence","19.39","",""
"08/04/2018 04:00:00 - 08/04/2018 05:00:00","BZN|NL","Without sequence","19.01","",""
"08/04/2018 05:00:00 - 08/04/2018 06:00:00","BZN|NL","Without sequence","19.45","",""
"08/04/2018 06:00:00 - 08/04/2018 07:00:00","BZN|NL","Without sequence","29.8","",""
"08/04/2018 07:00:00 - 08/04/2018 08:00:00","BZN|NL","Without sequence","25.0","",""
"08/04/2018 08:00:00 - 08/04/2018 09:00:00","BZN|NL","Without sequence","29.9","",""
"08/04/2018 09:00:00 - 08/04/2018 10:00:00","BZN|NL","Without sequence","28.0","",""
"08/04/2018 10:00:00 - 08/04/2018 11:00:00","BZN|NL","Without sequence","27.4","",""
