"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/06/2020 21:00:00 - 12/06/2020 22:00:00","BZN|NL","Without sequence","24.7","",""
"12/06/2020 22:00:00 - 12/06/2020 23:00:00","BZN|NL","Without sequence","25.46","",""
"12/06/2020 23:00:00 - 13/06/2020 00:00:00","BZN|NL","Without sequence","24.26","",""
"13/06/2020 00:00:00 - 13/06/2020 01:00:00","BZN|NL","Without sequence","20.98","",""
"13/06/2020 01:00:00 - 13/06/2020 02:00:00","BZN|NL","Without sequence","19.44","",""
"13/06/2020 02:00:00 - 13/06/2020 03:00:00","BZN|NL","Without sequence","18.7","",""
"13/06/2020 03:00:00 - 13/06/2020 04:00:00","BZN|NL","Without sequence","18.8","",""
"13/06/2020 04:00:00 - 13/06/2020 05:00:00","BZN|NL","Without sequence","19.0","",""
"13/06/2020 05:00:00 - 13/06/2020 06:00:00","BZN|NL","Without sequence","18.9","",""
"13/06/2020 06:00:00 - 13/06/2020 07:00:00","BZN|NL","Without sequence","19.33","",""
"13/06/2020 07:00:00 - 13/06/2020 08:00:00","BZN|NL","Without sequence","19.86","",""
"13/06/2020 08:00:00 - 13/06/2020 09:00:00","BZN|NL","Without sequence","20.0","",""
"13/06/2020 09:00:00 - 13/06/2020 10:00:00","BZN|NL","Without sequence","19.1","",""
"13/06/2020 10:00:00 - 13/06/2020 11:00:00","BZN|NL","Without sequence","18.5","",""
"13/06/2020 11:00:00 - 13/06/2020 12:00:00","BZN|NL","Without sequence","18.11","",""
"13/06/2020 12:00:00 - 13/06/2020 13:00:00","BZN|NL","Without sequence","15.0","",""
"13/06/2020 13:00:00 - 13/06/2020 14:00:00","BZN|NL","Without sequence","14.9","",""
"13/06/2020 14:00:00 - 13/06/2020 15:00:00","BZN|NL","Without sequence","15.3","",""
"13/06/2020 15:00:00 - 13/06/2020 16:00:00","BZN|NL","Without sequence","15.84","",""
"13/06/2020 16:00:00 - 13/06/2020 17:00:00","BZN|NL","Without sequence","17.5","",""
"13/06/2020 17:00:00 - 13/06/2020 18:00:00","BZN|NL","Without sequence","18.5","",""
"13/06/2020 18:00:00 - 13/06/2020 19:00:00","BZN|NL","Without sequence","21.93","",""
"13/06/2020 19:00:00 - 13/06/2020 20:00:00","BZN|NL","Without sequence","24.87","",""
"13/06/2020 20:00:00 - 13/06/2020 21:00:00","BZN|NL","Without sequence","25.96","",""
"13/06/2020 21:00:00 - 13/06/2020 22:00:00","BZN|NL","Without sequence","24.42","",""
"13/06/2020 22:00:00 - 13/06/2020 23:00:00","BZN|NL","Without sequence","24.85","",""
"13/06/2020 23:00:00 - 14/06/2020 00:00:00","BZN|NL","Without sequence","28.15","",""
"14/06/2020 00:00:00 - 14/06/2020 01:00:00","BZN|NL","Without sequence","38.88","",""
"14/06/2020 01:00:00 - 14/06/2020 02:00:00","BZN|NL","Without sequence","32.78","",""
"14/06/2020 02:00:00 - 14/06/2020 03:00:00","BZN|NL","Without sequence","32.42","",""
"14/06/2020 03:00:00 - 14/06/2020 04:00:00","BZN|NL","Without sequence","24.9","",""
"14/06/2020 04:00:00 - 14/06/2020 05:00:00","BZN|NL","Without sequence","16.94","",""
"14/06/2020 05:00:00 - 14/06/2020 06:00:00","BZN|NL","Without sequence","19.98","",""
"14/06/2020 06:00:00 - 14/06/2020 07:00:00","BZN|NL","Without sequence","14.94","",""
"14/06/2020 07:00:00 - 14/06/2020 08:00:00","BZN|NL","Without sequence","15.3","",""
"14/06/2020 08:00:00 - 14/06/2020 09:00:00","BZN|NL","Without sequence","15.0","",""
"14/06/2020 09:00:00 - 14/06/2020 10:00:00","BZN|NL","Without sequence","18.54","",""
"14/06/2020 10:00:00 - 14/06/2020 11:00:00","BZN|NL","Without sequence","19.07","",""
"14/06/2020 11:00:00 - 14/06/2020 12:00:00","BZN|NL","Without sequence","20.74","",""
"14/06/2020 12:00:00 - 14/06/2020 13:00:00","BZN|NL","Without sequence","19.73","",""
"14/06/2020 13:00:00 - 14/06/2020 14:00:00","BZN|NL","Without sequence","17.97","",""
"14/06/2020 14:00:00 - 14/06/2020 15:00:00","BZN|NL","Without sequence","15.14","",""
"14/06/2020 15:00:00 - 14/06/2020 16:00:00","BZN|NL","Without sequence","14.49","",""
"14/06/2020 16:00:00 - 14/06/2020 17:00:00","BZN|NL","Without sequence","14.8","",""
"14/06/2020 17:00:00 - 14/06/2020 18:00:00","BZN|NL","Without sequence","17.7","",""
"14/06/2020 18:00:00 - 14/06/2020 19:00:00","BZN|NL","Without sequence","21.08","",""
"14/06/2020 19:00:00 - 14/06/2020 20:00:00","BZN|NL","Without sequence","23.8","",""
"14/06/2020 20:00:00 - 14/06/2020 21:00:00","BZN|NL","Without sequence","25.97","",""
"14/06/2020 21:00:00 - 14/06/2020 22:00:00","BZN|NL","Without sequence","25.87","",""
"14/06/2020 22:00:00 - 14/06/2020 23:00:00","BZN|NL","Without sequence","27.91","",""
"14/06/2020 23:00:00 - 15/06/2020 00:00:00","BZN|NL","Without sequence","36.75","",""
"15/06/2020 00:00:00 - 15/06/2020 01:00:00","BZN|NL","Without sequence","23.07","",""
"15/06/2020 01:00:00 - 15/06/2020 02:00:00","BZN|NL","Without sequence","20.65","",""
"15/06/2020 02:00:00 - 15/06/2020 03:00:00","BZN|NL","Without sequence","19.06","",""
"15/06/2020 03:00:00 - 15/06/2020 04:00:00","BZN|NL","Without sequence","18.02","",""
"15/06/2020 04:00:00 - 15/06/2020 05:00:00","BZN|NL","Without sequence","17.4","",""
"15/06/2020 05:00:00 - 15/06/2020 06:00:00","BZN|NL","Without sequence","21.36","",""
"15/06/2020 06:00:00 - 15/06/2020 07:00:00","BZN|NL","Without sequence","29.93","",""
"15/06/2020 07:00:00 - 15/06/2020 08:00:00","BZN|NL","Without sequence","35.28","",""
"15/06/2020 08:00:00 - 15/06/2020 09:00:00","BZN|NL","Without sequence","36.05","",""
"15/06/2020 09:00:00 - 15/06/2020 10:00:00","BZN|NL","Without sequence","35.89","",""
"15/06/2020 10:00:00 - 15/06/2020 11:00:00","BZN|NL","Without sequence","34.09","",""
"15/06/2020 11:00:00 - 15/06/2020 12:00:00","BZN|NL","Without sequence","34.0","",""
"15/06/2020 12:00:00 - 15/06/2020 13:00:00","BZN|NL","Without sequence","34.1","",""
"15/06/2020 13:00:00 - 15/06/2020 14:00:00","BZN|NL","Without sequence","33.15","",""
"15/06/2020 14:00:00 - 15/06/2020 15:00:00","BZN|NL","Without sequence","31.9","",""
"15/06/2020 15:00:00 - 15/06/2020 16:00:00","BZN|NL","Without sequence","31.0","",""
"15/06/2020 16:00:00 - 15/06/2020 17:00:00","BZN|NL","Without sequence","30.52","",""
"15/06/2020 17:00:00 - 15/06/2020 18:00:00","BZN|NL","Without sequence","33.0","",""
"15/06/2020 18:00:00 - 15/06/2020 19:00:00","BZN|NL","Without sequence","38.0","",""
"15/06/2020 19:00:00 - 15/06/2020 20:00:00","BZN|NL","Without sequence","43.52","",""
"15/06/2020 20:00:00 - 15/06/2020 21:00:00","BZN|NL","Without sequence","41.07","",""
"15/06/2020 21:00:00 - 15/06/2020 22:00:00","BZN|NL","Without sequence","35.91","",""
"15/06/2020 22:00:00 - 15/06/2020 23:00:00","BZN|NL","Without sequence","36.39","",""
"15/06/2020 23:00:00 - 16/06/2020 00:00:00","BZN|NL","Without sequence","31.92","",""
"16/06/2020 00:00:00 - 16/06/2020 01:00:00","BZN|NL","Without sequence","29.86","",""
"16/06/2020 01:00:00 - 16/06/2020 02:00:00","BZN|NL","Without sequence","26.59","",""
"16/06/2020 02:00:00 - 16/06/2020 03:00:00","BZN|NL","Without sequence","25.17","",""
"16/06/2020 03:00:00 - 16/06/2020 04:00:00","BZN|NL","Without sequence","24.79","",""
"16/06/2020 04:00:00 - 16/06/2020 05:00:00","BZN|NL","Without sequence","24.34","",""
"16/06/2020 05:00:00 - 16/06/2020 06:00:00","BZN|NL","Without sequence","25.1","",""
"16/06/2020 06:00:00 - 16/06/2020 07:00:00","BZN|NL","Without sequence","30.99","",""
"16/06/2020 07:00:00 - 16/06/2020 08:00:00","BZN|NL","Without sequence","37.9","",""
"16/06/2020 08:00:00 - 16/06/2020 09:00:00","BZN|NL","Without sequence","44.56","",""
"16/06/2020 09:00:00 - 16/06/2020 10:00:00","BZN|NL","Without sequence","40.79","",""
"16/06/2020 10:00:00 - 16/06/2020 11:00:00","BZN|NL","Without sequence","39.03","",""
"16/06/2020 11:00:00 - 16/06/2020 12:00:00","BZN|NL","Without sequence","40.03","",""
"16/06/2020 12:00:00 - 16/06/2020 13:00:00","BZN|NL","Without sequence","38.75","",""
"16/06/2020 13:00:00 - 16/06/2020 14:00:00","BZN|NL","Without sequence","34.97","",""
"16/06/2020 14:00:00 - 16/06/2020 15:00:00","BZN|NL","Without sequence","32.21","",""
"16/06/2020 15:00:00 - 16/06/2020 16:00:00","BZN|NL","Without sequence","30.83","",""
"16/06/2020 16:00:00 - 16/06/2020 17:00:00","BZN|NL","Without sequence","30.58","",""
"16/06/2020 17:00:00 - 16/06/2020 18:00:00","BZN|NL","Without sequence","33.73","",""
"16/06/2020 18:00:00 - 16/06/2020 19:00:00","BZN|NL","Without sequence","38.32","",""
"16/06/2020 19:00:00 - 16/06/2020 20:00:00","BZN|NL","Without sequence","42.91","",""
"16/06/2020 20:00:00 - 16/06/2020 21:00:00","BZN|NL","Without sequence","40.66","",""
"16/06/2020 21:00:00 - 16/06/2020 22:00:00","BZN|NL","Without sequence","37.66","",""
"16/06/2020 22:00:00 - 16/06/2020 23:00:00","BZN|NL","Without sequence","34.92","",""
"16/06/2020 23:00:00 - 17/06/2020 00:00:00","BZN|NL","Without sequence","30.94","",""
"17/06/2020 00:00:00 - 17/06/2020 01:00:00","BZN|NL","Without sequence","32.05","",""
"17/06/2020 01:00:00 - 17/06/2020 02:00:00","BZN|NL","Without sequence","30.38","",""
"17/06/2020 02:00:00 - 17/06/2020 03:00:00","BZN|NL","Without sequence","28.1","",""
"17/06/2020 03:00:00 - 17/06/2020 04:00:00","BZN|NL","Without sequence","26.92","",""
"17/06/2020 04:00:00 - 17/06/2020 05:00:00","BZN|NL","Without sequence","26.53","",""
"17/06/2020 05:00:00 - 17/06/2020 06:00:00","BZN|NL","Without sequence","28.74","",""
"17/06/2020 06:00:00 - 17/06/2020 07:00:00","BZN|NL","Without sequence","34.91","",""
"17/06/2020 07:00:00 - 17/06/2020 08:00:00","BZN|NL","Without sequence","49.09","",""
"17/06/2020 08:00:00 - 17/06/2020 09:00:00","BZN|NL","Without sequence","54.5","",""
"17/06/2020 09:00:00 - 17/06/2020 10:00:00","BZN|NL","Without sequence","42.11","",""
"17/06/2020 10:00:00 - 17/06/2020 11:00:00","BZN|NL","Without sequence","38.99","",""
"17/06/2020 11:00:00 - 17/06/2020 12:00:00","BZN|NL","Without sequence","38.39","",""
"17/06/2020 12:00:00 - 17/06/2020 13:00:00","BZN|NL","Without sequence","36.03","",""
"17/06/2020 13:00:00 - 17/06/2020 14:00:00","BZN|NL","Without sequence","36.01","",""
"17/06/2020 14:00:00 - 17/06/2020 15:00:00","BZN|NL","Without sequence","35.05","",""
"17/06/2020 15:00:00 - 17/06/2020 16:00:00","BZN|NL","Without sequence","33.59","",""
"17/06/2020 16:00:00 - 17/06/2020 17:00:00","BZN|NL","Without sequence","33.0","",""
"17/06/2020 17:00:00 - 17/06/2020 18:00:00","BZN|NL","Without sequence","39.61","",""
"17/06/2020 18:00:00 - 17/06/2020 19:00:00","BZN|NL","Without sequence","45.29","",""
"17/06/2020 19:00:00 - 17/06/2020 20:00:00","BZN|NL","Without sequence","47.18","",""
"17/06/2020 20:00:00 - 17/06/2020 21:00:00","BZN|NL","Without sequence","42.26","",""
"17/06/2020 21:00:00 - 17/06/2020 22:00:00","BZN|NL","Without sequence","39.61","",""
"17/06/2020 22:00:00 - 17/06/2020 23:00:00","BZN|NL","Without sequence","36.59","",""
"17/06/2020 23:00:00 - 18/06/2020 00:00:00","BZN|NL","Without sequence","31.7","",""
"18/06/2020 00:00:00 - 18/06/2020 01:00:00","BZN|NL","Without sequence","27.74","",""
"18/06/2020 01:00:00 - 18/06/2020 02:00:00","BZN|NL","Without sequence","25.26","",""
"18/06/2020 02:00:00 - 18/06/2020 03:00:00","BZN|NL","Without sequence","23.51","",""
"18/06/2020 03:00:00 - 18/06/2020 04:00:00","BZN|NL","Without sequence","22.82","",""
"18/06/2020 04:00:00 - 18/06/2020 05:00:00","BZN|NL","Without sequence","22.92","",""
"18/06/2020 05:00:00 - 18/06/2020 06:00:00","BZN|NL","Without sequence","24.31","",""
"18/06/2020 06:00:00 - 18/06/2020 07:00:00","BZN|NL","Without sequence","28.83","",""
"18/06/2020 07:00:00 - 18/06/2020 08:00:00","BZN|NL","Without sequence","34.56","",""
"18/06/2020 08:00:00 - 18/06/2020 09:00:00","BZN|NL","Without sequence","36.55","",""
"18/06/2020 09:00:00 - 18/06/2020 10:00:00","BZN|NL","Without sequence","36.93","",""
"18/06/2020 10:00:00 - 18/06/2020 11:00:00","BZN|NL","Without sequence","36.73","",""
"18/06/2020 11:00:00 - 18/06/2020 12:00:00","BZN|NL","Without sequence","36.87","",""
"18/06/2020 12:00:00 - 18/06/2020 13:00:00","BZN|NL","Without sequence","36.21","",""
"18/06/2020 13:00:00 - 18/06/2020 14:00:00","BZN|NL","Without sequence","34.0","",""
"18/06/2020 14:00:00 - 18/06/2020 15:00:00","BZN|NL","Without sequence","32.17","",""
"18/06/2020 15:00:00 - 18/06/2020 16:00:00","BZN|NL","Without sequence","31.81","",""
"18/06/2020 16:00:00 - 18/06/2020 17:00:00","BZN|NL","Without sequence","30.72","",""
"18/06/2020 17:00:00 - 18/06/2020 18:00:00","BZN|NL","Without sequence","33.1","",""
"18/06/2020 18:00:00 - 18/06/2020 19:00:00","BZN|NL","Without sequence","35.0","",""
"18/06/2020 19:00:00 - 18/06/2020 20:00:00","BZN|NL","Without sequence","36.99","",""
"18/06/2020 20:00:00 - 18/06/2020 21:00:00","BZN|NL","Without sequence","36.3","",""
"18/06/2020 21:00:00 - 18/06/2020 22:00:00","BZN|NL","Without sequence","35.57","",""
"18/06/2020 22:00:00 - 18/06/2020 23:00:00","BZN|NL","Without sequence","34.3","",""
"18/06/2020 23:00:00 - 19/06/2020 00:00:00","BZN|NL","Without sequence","29.98","",""
"19/06/2020 00:00:00 - 19/06/2020 01:00:00","BZN|NL","Without sequence","28.1","",""
"19/06/2020 01:00:00 - 19/06/2020 02:00:00","BZN|NL","Without sequence","24.45","",""
"19/06/2020 02:00:00 - 19/06/2020 03:00:00","BZN|NL","Without sequence","23.25","",""
"19/06/2020 03:00:00 - 19/06/2020 04:00:00","BZN|NL","Without sequence","22.28","",""
"19/06/2020 04:00:00 - 19/06/2020 05:00:00","BZN|NL","Without sequence","22.2","",""
"19/06/2020 05:00:00 - 19/06/2020 06:00:00","BZN|NL","Without sequence","23.07","",""
"19/06/2020 06:00:00 - 19/06/2020 07:00:00","BZN|NL","Without sequence","30.06","",""
"19/06/2020 07:00:00 - 19/06/2020 08:00:00","BZN|NL","Without sequence","35.33","",""
"19/06/2020 08:00:00 - 19/06/2020 09:00:00","BZN|NL","Without sequence","37.8","",""
"19/06/2020 09:00:00 - 19/06/2020 10:00:00","BZN|NL","Without sequence","36.08","",""
"19/06/2020 10:00:00 - 19/06/2020 11:00:00","BZN|NL","Without sequence","34.56","",""
"19/06/2020 11:00:00 - 19/06/2020 12:00:00","BZN|NL","Without sequence","33.33","",""
"19/06/2020 12:00:00 - 19/06/2020 13:00:00","BZN|NL","Without sequence","31.22","",""
"19/06/2020 13:00:00 - 19/06/2020 14:00:00","BZN|NL","Without sequence","28.4","",""
"19/06/2020 14:00:00 - 19/06/2020 15:00:00","BZN|NL","Without sequence","26.82","",""
"19/06/2020 15:00:00 - 19/06/2020 16:00:00","BZN|NL","Without sequence","25.26","",""
"19/06/2020 16:00:00 - 19/06/2020 17:00:00","BZN|NL","Without sequence","24.07","",""
"19/06/2020 17:00:00 - 19/06/2020 18:00:00","BZN|NL","Without sequence","28.64","",""
"19/06/2020 18:00:00 - 19/06/2020 19:00:00","BZN|NL","Without sequence","32.61","",""
"19/06/2020 19:00:00 - 19/06/2020 20:00:00","BZN|NL","Without sequence","34.0","",""
"19/06/2020 20:00:00 - 19/06/2020 21:00:00","BZN|NL","Without sequence","34.22","",""
"19/06/2020 21:00:00 - 19/06/2020 22:00:00","BZN|NL","Without sequence","34.13","",""
"19/06/2020 22:00:00 - 19/06/2020 23:00:00","BZN|NL","Without sequence","35.0","",""
"19/06/2020 23:00:00 - 20/06/2020 00:00:00","BZN|NL","Without sequence","31.5","",""
"20/06/2020 00:00:00 - 20/06/2020 01:00:00","BZN|NL","Without sequence","26.7","",""
"20/06/2020 01:00:00 - 20/06/2020 02:00:00","BZN|NL","Without sequence","24.73","",""
"20/06/2020 02:00:00 - 20/06/2020 03:00:00","BZN|NL","Without sequence","22.8","",""
"20/06/2020 03:00:00 - 20/06/2020 04:00:00","BZN|NL","Without sequence","21.63","",""
"20/06/2020 04:00:00 - 20/06/2020 05:00:00","BZN|NL","Without sequence","20.48","",""
"20/06/2020 05:00:00 - 20/06/2020 06:00:00","BZN|NL","Without sequence","20.04","",""
"20/06/2020 06:00:00 - 20/06/2020 07:00:00","BZN|NL","Without sequence","21.85","",""
"20/06/2020 07:00:00 - 20/06/2020 08:00:00","BZN|NL","Without sequence","22.94","",""
"20/06/2020 08:00:00 - 20/06/2020 09:00:00","BZN|NL","Without sequence","24.17","",""
"20/06/2020 09:00:00 - 20/06/2020 10:00:00","BZN|NL","Without sequence","23.67","",""
"20/06/2020 10:00:00 - 20/06/2020 11:00:00","BZN|NL","Without sequence","22.06","",""
"20/06/2020 11:00:00 - 20/06/2020 12:00:00","BZN|NL","Without sequence","21.5","",""
"20/06/2020 12:00:00 - 20/06/2020 13:00:00","BZN|NL","Without sequence","20.5","",""
"20/06/2020 13:00:00 - 20/06/2020 14:00:00","BZN|NL","Without sequence","17.9","",""
"20/06/2020 14:00:00 - 20/06/2020 15:00:00","BZN|NL","Without sequence","15.27","",""
"20/06/2020 15:00:00 - 20/06/2020 16:00:00","BZN|NL","Without sequence","15.68","",""
"20/06/2020 16:00:00 - 20/06/2020 17:00:00","BZN|NL","Without sequence","18.98","",""
"20/06/2020 17:00:00 - 20/06/2020 18:00:00","BZN|NL","Without sequence","23.67","",""
"20/06/2020 18:00:00 - 20/06/2020 19:00:00","BZN|NL","Without sequence","28.3","",""
"20/06/2020 19:00:00 - 20/06/2020 20:00:00","BZN|NL","Without sequence","30.87","",""
"20/06/2020 20:00:00 - 20/06/2020 21:00:00","BZN|NL","Without sequence","33.0","",""
"20/06/2020 21:00:00 - 20/06/2020 22:00:00","BZN|NL","Without sequence","34.77","",""
"20/06/2020 22:00:00 - 20/06/2020 23:00:00","BZN|NL","Without sequence","34.94","",""
"20/06/2020 23:00:00 - 21/06/2020 00:00:00","BZN|NL","Without sequence","31.58","",""
"21/06/2020 00:00:00 - 21/06/2020 01:00:00","BZN|NL","Without sequence","30.11","",""
"21/06/2020 01:00:00 - 21/06/2020 02:00:00","BZN|NL","Without sequence","25.07","",""
"21/06/2020 02:00:00 - 21/06/2020 03:00:00","BZN|NL","Without sequence","22.15","",""
"21/06/2020 03:00:00 - 21/06/2020 04:00:00","BZN|NL","Without sequence","20.26","",""
"21/06/2020 04:00:00 - 21/06/2020 05:00:00","BZN|NL","Without sequence","16.2","",""
"21/06/2020 05:00:00 - 21/06/2020 06:00:00","BZN|NL","Without sequence","12.53","",""
"21/06/2020 06:00:00 - 21/06/2020 07:00:00","BZN|NL","Without sequence","10.98","",""
"21/06/2020 07:00:00 - 21/06/2020 08:00:00","BZN|NL","Without sequence","11.25","",""
"21/06/2020 08:00:00 - 21/06/2020 09:00:00","BZN|NL","Without sequence","14.0","",""
"21/06/2020 09:00:00 - 21/06/2020 10:00:00","BZN|NL","Without sequence","13.68","",""
"21/06/2020 10:00:00 - 21/06/2020 11:00:00","BZN|NL","Without sequence","15.6","",""
"21/06/2020 11:00:00 - 21/06/2020 12:00:00","BZN|NL","Without sequence","17.0","",""
"21/06/2020 12:00:00 - 21/06/2020 13:00:00","BZN|NL","Without sequence","18.62","",""
"21/06/2020 13:00:00 - 21/06/2020 14:00:00","BZN|NL","Without sequence","13.08","",""
"21/06/2020 14:00:00 - 21/06/2020 15:00:00","BZN|NL","Without sequence","8.26","",""
"21/06/2020 15:00:00 - 21/06/2020 16:00:00","BZN|NL","Without sequence","8.4","",""
"21/06/2020 16:00:00 - 21/06/2020 17:00:00","BZN|NL","Without sequence","11.65","",""
"21/06/2020 17:00:00 - 21/06/2020 18:00:00","BZN|NL","Without sequence","20.84","",""
"21/06/2020 18:00:00 - 21/06/2020 19:00:00","BZN|NL","Without sequence","24.83","",""
"21/06/2020 19:00:00 - 21/06/2020 20:00:00","BZN|NL","Without sequence","29.29","",""
"21/06/2020 20:00:00 - 21/06/2020 21:00:00","BZN|NL","Without sequence","30.1","",""
"21/06/2020 21:00:00 - 21/06/2020 22:00:00","BZN|NL","Without sequence","30.79","",""
"21/06/2020 22:00:00 - 21/06/2020 23:00:00","BZN|NL","Without sequence","32.93","",""
"21/06/2020 23:00:00 - 22/06/2020 00:00:00","BZN|NL","Without sequence","29.9","",""
"22/06/2020 00:00:00 - 22/06/2020 01:00:00","BZN|NL","Without sequence","23.57","",""
"22/06/2020 01:00:00 - 22/06/2020 02:00:00","BZN|NL","Without sequence","21.88","",""
"22/06/2020 02:00:00 - 22/06/2020 03:00:00","BZN|NL","Without sequence","20.61","",""
"22/06/2020 03:00:00 - 22/06/2020 04:00:00","BZN|NL","Without sequence","21.04","",""
"22/06/2020 04:00:00 - 22/06/2020 05:00:00","BZN|NL","Without sequence","21.5","",""
"22/06/2020 05:00:00 - 22/06/2020 06:00:00","BZN|NL","Without sequence","23.04","",""
"22/06/2020 06:00:00 - 22/06/2020 07:00:00","BZN|NL","Without sequence","30.69","",""
"22/06/2020 07:00:00 - 22/06/2020 08:00:00","BZN|NL","Without sequence","35.41","",""
"22/06/2020 08:00:00 - 22/06/2020 09:00:00","BZN|NL","Without sequence","38.58","",""
"22/06/2020 09:00:00 - 22/06/2020 10:00:00","BZN|NL","Without sequence","34.5","",""
"22/06/2020 10:00:00 - 22/06/2020 11:00:00","BZN|NL","Without sequence","33.08","",""
"22/06/2020 11:00:00 - 22/06/2020 12:00:00","BZN|NL","Without sequence","31.66","",""
"22/06/2020 12:00:00 - 22/06/2020 13:00:00","BZN|NL","Without sequence","29.95","",""
"22/06/2020 13:00:00 - 22/06/2020 14:00:00","BZN|NL","Without sequence","20.4","",""
"22/06/2020 14:00:00 - 22/06/2020 15:00:00","BZN|NL","Without sequence","21.47","",""
"22/06/2020 15:00:00 - 22/06/2020 16:00:00","BZN|NL","Without sequence","20.66","",""
"22/06/2020 16:00:00 - 22/06/2020 17:00:00","BZN|NL","Without sequence","22.84","",""
"22/06/2020 17:00:00 - 22/06/2020 18:00:00","BZN|NL","Without sequence","31.41","",""
"22/06/2020 18:00:00 - 22/06/2020 19:00:00","BZN|NL","Without sequence","34.39","",""
"22/06/2020 19:00:00 - 22/06/2020 20:00:00","BZN|NL","Without sequence","36.74","",""
"22/06/2020 20:00:00 - 22/06/2020 21:00:00","BZN|NL","Without sequence","37.63","",""
"22/06/2020 21:00:00 - 22/06/2020 22:00:00","BZN|NL","Without sequence","37.39","",""
"22/06/2020 22:00:00 - 22/06/2020 23:00:00","BZN|NL","Without sequence","36.38","",""
"22/06/2020 23:00:00 - 23/06/2020 00:00:00","BZN|NL","Without sequence","33.01","",""
"23/06/2020 00:00:00 - 23/06/2020 01:00:00","BZN|NL","Without sequence","30.0","",""
"23/06/2020 01:00:00 - 23/06/2020 02:00:00","BZN|NL","Without sequence","27.12","",""
"23/06/2020 02:00:00 - 23/06/2020 03:00:00","BZN|NL","Without sequence","25.88","",""
"23/06/2020 03:00:00 - 23/06/2020 04:00:00","BZN|NL","Without sequence","24.4","",""
"23/06/2020 04:00:00 - 23/06/2020 05:00:00","BZN|NL","Without sequence","24.43","",""
"23/06/2020 05:00:00 - 23/06/2020 06:00:00","BZN|NL","Without sequence","27.04","",""
"23/06/2020 06:00:00 - 23/06/2020 07:00:00","BZN|NL","Without sequence","35.01","",""
"23/06/2020 07:00:00 - 23/06/2020 08:00:00","BZN|NL","Without sequence","37.41","",""
"23/06/2020 08:00:00 - 23/06/2020 09:00:00","BZN|NL","Without sequence","37.16","",""
"23/06/2020 09:00:00 - 23/06/2020 10:00:00","BZN|NL","Without sequence","34.9","",""
"23/06/2020 10:00:00 - 23/06/2020 11:00:00","BZN|NL","Without sequence","31.92","",""
"23/06/2020 11:00:00 - 23/06/2020 12:00:00","BZN|NL","Without sequence","29.52","",""
"23/06/2020 12:00:00 - 23/06/2020 13:00:00","BZN|NL","Without sequence","28.05","",""
"23/06/2020 13:00:00 - 23/06/2020 14:00:00","BZN|NL","Without sequence","27.68","",""
"23/06/2020 14:00:00 - 23/06/2020 15:00:00","BZN|NL","Without sequence","27.24","",""
"23/06/2020 15:00:00 - 23/06/2020 16:00:00","BZN|NL","Without sequence","28.45","",""
"23/06/2020 16:00:00 - 23/06/2020 17:00:00","BZN|NL","Without sequence","30.0","",""
"23/06/2020 17:00:00 - 23/06/2020 18:00:00","BZN|NL","Without sequence","33.0","",""
"23/06/2020 18:00:00 - 23/06/2020 19:00:00","BZN|NL","Without sequence","36.59","",""
"23/06/2020 19:00:00 - 23/06/2020 20:00:00","BZN|NL","Without sequence","44.51","",""
"23/06/2020 20:00:00 - 23/06/2020 21:00:00","BZN|NL","Without sequence","47.46","",""
"23/06/2020 21:00:00 - 23/06/2020 22:00:00","BZN|NL","Without sequence","40.83","",""
"23/06/2020 22:00:00 - 23/06/2020 23:00:00","BZN|NL","Without sequence","38.4","",""
"23/06/2020 23:00:00 - 24/06/2020 00:00:00","BZN|NL","Without sequence","34.3","",""
"24/06/2020 00:00:00 - 24/06/2020 01:00:00","BZN|NL","Without sequence","33.02","",""
"24/06/2020 01:00:00 - 24/06/2020 02:00:00","BZN|NL","Without sequence","31.37","",""
"24/06/2020 02:00:00 - 24/06/2020 03:00:00","BZN|NL","Without sequence","27.83","",""
"24/06/2020 03:00:00 - 24/06/2020 04:00:00","BZN|NL","Without sequence","26.76","",""
"24/06/2020 04:00:00 - 24/06/2020 05:00:00","BZN|NL","Without sequence","26.86","",""
"24/06/2020 05:00:00 - 24/06/2020 06:00:00","BZN|NL","Without sequence","28.53","",""
"24/06/2020 06:00:00 - 24/06/2020 07:00:00","BZN|NL","Without sequence","37.12","",""
"24/06/2020 07:00:00 - 24/06/2020 08:00:00","BZN|NL","Without sequence","40.89","",""
"24/06/2020 08:00:00 - 24/06/2020 09:00:00","BZN|NL","Without sequence","39.03","",""
"24/06/2020 09:00:00 - 24/06/2020 10:00:00","BZN|NL","Without sequence","37.66","",""
"24/06/2020 10:00:00 - 24/06/2020 11:00:00","BZN|NL","Without sequence","36.12","",""
"24/06/2020 11:00:00 - 24/06/2020 12:00:00","BZN|NL","Without sequence","34.63","",""
"24/06/2020 12:00:00 - 24/06/2020 13:00:00","BZN|NL","Without sequence","34.02","",""
"24/06/2020 13:00:00 - 24/06/2020 14:00:00","BZN|NL","Without sequence","32.93","",""
"24/06/2020 14:00:00 - 24/06/2020 15:00:00","BZN|NL","Without sequence","32.08","",""
"24/06/2020 15:00:00 - 24/06/2020 16:00:00","BZN|NL","Without sequence","32.72","",""
"24/06/2020 16:00:00 - 24/06/2020 17:00:00","BZN|NL","Without sequence","33.98","",""
