"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"07/04/2020 06:00:00 - 07/04/2020 07:00:00","BZN|NL","Without sequence","31.44","",""
"07/04/2020 07:00:00 - 07/04/2020 08:00:00","BZN|NL","Without sequence","34.26","",""
"07/04/2020 08:00:00 - 07/04/2020 09:00:00","BZN|NL","Without sequence","31.32","",""
"07/04/2020 09:00:00 - 07/04/2020 10:00:00","BZN|NL","Without sequence","23.66","",""
"07/04/2020 10:00:00 - 07/04/2020 11:00:00","BZN|NL","Without sequence","18.92","",""
"07/04/2020 11:00:00 - 07/04/2020 12:00:00","BZN|NL","Without sequence","17.81","",""
"07/04/2020 12:00:00 - 07/04/2020 13:00:00","BZN|NL","Without sequence","17.55","",""
"07/04/2020 13:00:00 - 07/04/2020 14:00:00","BZN|NL","Without sequence","13.52","",""
"07/04/2020 14:00:00 - 07/04/2020 15:00:00","BZN|NL","Without sequence","12.89","",""
"07/04/2020 15:00:00 - 07/04/2020 16:00:00","BZN|NL","Without sequence","15.15","",""
"07/04/2020 16:00:00 - 07/04/2020 17:00:00","BZN|NL","Without sequence","15.47","",""
"07/04/2020 17:00:00 - 07/04/2020 18:00:00","BZN|NL","Without sequence","22.17","",""
"07/04/2020 18:00:00 - 07/04/2020 19:00:00","BZN|NL","Without sequence","30.19","",""
"07/04/2020 19:00:00 - 07/04/2020 20:00:00","BZN|NL","Without sequence","39.0","",""
"07/04/2020 20:00:00 - 07/04/2020 21:00:00","BZN|NL","Without sequence","37.31","",""
"07/04/2020 21:00:00 - 07/04/2020 22:00:00","BZN|NL","Without sequence","27.4","",""
"07/04/2020 22:00:00 - 07/04/2020 23:00:00","BZN|NL","Without sequence","23.51","",""
"07/04/2020 23:00:00 - 08/04/2020 00:00:00","BZN|NL","Without sequence","19.05","",""
"08/04/2020 00:00:00 - 08/04/2020 01:00:00","BZN|NL","Without sequence","20.95","",""
"08/04/2020 01:00:00 - 08/04/2020 02:00:00","BZN|NL","Without sequence","20.37","",""
"08/04/2020 02:00:00 - 08/04/2020 03:00:00","BZN|NL","Without sequence","19.34","",""
"08/04/2020 03:00:00 - 08/04/2020 04:00:00","BZN|NL","Without sequence","19.47","",""
"08/04/2020 04:00:00 - 08/04/2020 05:00:00","BZN|NL","Without sequence","19.62","",""
"08/04/2020 05:00:00 - 08/04/2020 06:00:00","BZN|NL","Without sequence","22.4","",""
"08/04/2020 06:00:00 - 08/04/2020 07:00:00","BZN|NL","Without sequence","28.07","",""
"08/04/2020 07:00:00 - 08/04/2020 08:00:00","BZN|NL","Without sequence","29.7","",""
"08/04/2020 08:00:00 - 08/04/2020 09:00:00","BZN|NL","Without sequence","32.3","",""
"08/04/2020 09:00:00 - 08/04/2020 10:00:00","BZN|NL","Without sequence","25.16","",""
"08/04/2020 10:00:00 - 08/04/2020 11:00:00","BZN|NL","Without sequence","21.5","",""
"08/04/2020 11:00:00 - 08/04/2020 12:00:00","BZN|NL","Without sequence","21.1","",""
"08/04/2020 12:00:00 - 08/04/2020 13:00:00","BZN|NL","Without sequence","18.88","",""
"08/04/2020 13:00:00 - 08/04/2020 14:00:00","BZN|NL","Without sequence","17.75","",""
"08/04/2020 14:00:00 - 08/04/2020 15:00:00","BZN|NL","Without sequence","17.3","",""
"08/04/2020 15:00:00 - 08/04/2020 16:00:00","BZN|NL","Without sequence","19.1","",""
"08/04/2020 16:00:00 - 08/04/2020 17:00:00","BZN|NL","Without sequence","20.85","",""
"08/04/2020 17:00:00 - 08/04/2020 18:00:00","BZN|NL","Without sequence","24.72","",""
"08/04/2020 18:00:00 - 08/04/2020 19:00:00","BZN|NL","Without sequence","33.62","",""
"08/04/2020 19:00:00 - 08/04/2020 20:00:00","BZN|NL","Without sequence","46.6","",""
"08/04/2020 20:00:00 - 08/04/2020 21:00:00","BZN|NL","Without sequence","47.76","",""
"08/04/2020 21:00:00 - 08/04/2020 22:00:00","BZN|NL","Without sequence","39.03","",""
"08/04/2020 22:00:00 - 08/04/2020 23:00:00","BZN|NL","Without sequence","31.41","",""
"08/04/2020 23:00:00 - 09/04/2020 00:00:00","BZN|NL","Without sequence","26.96","",""
"09/04/2020 00:00:00 - 09/04/2020 01:00:00","BZN|NL","Without sequence","22.66","",""
"09/04/2020 01:00:00 - 09/04/2020 02:00:00","BZN|NL","Without sequence","21.3","",""
"09/04/2020 02:00:00 - 09/04/2020 03:00:00","BZN|NL","Without sequence","21.08","",""
"09/04/2020 03:00:00 - 09/04/2020 04:00:00","BZN|NL","Without sequence","20.9","",""
"09/04/2020 04:00:00 - 09/04/2020 05:00:00","BZN|NL","Without sequence","20.25","",""
"09/04/2020 05:00:00 - 09/04/2020 06:00:00","BZN|NL","Without sequence","22.31","",""
"09/04/2020 06:00:00 - 09/04/2020 07:00:00","BZN|NL","Without sequence","26.7","",""
"09/04/2020 07:00:00 - 09/04/2020 08:00:00","BZN|NL","Without sequence","29.7","",""
"09/04/2020 08:00:00 - 09/04/2020 09:00:00","BZN|NL","Without sequence","33.6","",""
"09/04/2020 09:00:00 - 09/04/2020 10:00:00","BZN|NL","Without sequence","24.9","",""
"09/04/2020 10:00:00 - 09/04/2020 11:00:00","BZN|NL","Without sequence","22.15","",""
"09/04/2020 11:00:00 - 09/04/2020 12:00:00","BZN|NL","Without sequence","20.83","",""
"09/04/2020 12:00:00 - 09/04/2020 13:00:00","BZN|NL","Without sequence","19.42","",""
"09/04/2020 13:00:00 - 09/04/2020 14:00:00","BZN|NL","Without sequence","17.13","",""
"09/04/2020 14:00:00 - 09/04/2020 15:00:00","BZN|NL","Without sequence","13.05","",""
"09/04/2020 15:00:00 - 09/04/2020 16:00:00","BZN|NL","Without sequence","16.08","",""
"09/04/2020 16:00:00 - 09/04/2020 17:00:00","BZN|NL","Without sequence","17.36","",""
"09/04/2020 17:00:00 - 09/04/2020 18:00:00","BZN|NL","Without sequence","22.34","",""
"09/04/2020 18:00:00 - 09/04/2020 19:00:00","BZN|NL","Without sequence","25.92","",""
"09/04/2020 19:00:00 - 09/04/2020 20:00:00","BZN|NL","Without sequence","30.92","",""
"09/04/2020 20:00:00 - 09/04/2020 21:00:00","BZN|NL","Without sequence","31.43","",""
"09/04/2020 21:00:00 - 09/04/2020 22:00:00","BZN|NL","Without sequence","30.0","",""
"09/04/2020 22:00:00 - 09/04/2020 23:00:00","BZN|NL","Without sequence","27.92","",""
"09/04/2020 23:00:00 - 10/04/2020 00:00:00","BZN|NL","Without sequence","25.0","",""
"10/04/2020 00:00:00 - 10/04/2020 01:00:00","BZN|NL","Without sequence","24.4","",""
"10/04/2020 01:00:00 - 10/04/2020 02:00:00","BZN|NL","Without sequence","24.1","",""
"10/04/2020 02:00:00 - 10/04/2020 03:00:00","BZN|NL","Without sequence","21.04","",""
"10/04/2020 03:00:00 - 10/04/2020 04:00:00","BZN|NL","Without sequence","23.43","",""
"10/04/2020 04:00:00 - 10/04/2020 05:00:00","BZN|NL","Without sequence","25.11","",""
"10/04/2020 05:00:00 - 10/04/2020 06:00:00","BZN|NL","Without sequence","25.53","",""
"10/04/2020 06:00:00 - 10/04/2020 07:00:00","BZN|NL","Without sequence","27.74","",""
"10/04/2020 07:00:00 - 10/04/2020 08:00:00","BZN|NL","Without sequence","30.88","",""
"10/04/2020 08:00:00 - 10/04/2020 09:00:00","BZN|NL","Without sequence","29.59","",""
"10/04/2020 09:00:00 - 10/04/2020 10:00:00","BZN|NL","Without sequence","28.86","",""
"10/04/2020 10:00:00 - 10/04/2020 11:00:00","BZN|NL","Without sequence","18.04","",""
"10/04/2020 11:00:00 - 10/04/2020 12:00:00","BZN|NL","Without sequence","17.06","",""
"10/04/2020 12:00:00 - 10/04/2020 13:00:00","BZN|NL","Without sequence","13.97","",""
"10/04/2020 13:00:00 - 10/04/2020 14:00:00","BZN|NL","Without sequence","10.55","",""
"10/04/2020 14:00:00 - 10/04/2020 15:00:00","BZN|NL","Without sequence","9.16","",""
"10/04/2020 15:00:00 - 10/04/2020 16:00:00","BZN|NL","Without sequence","10.03","",""
"10/04/2020 16:00:00 - 10/04/2020 17:00:00","BZN|NL","Without sequence","17.6","",""
"10/04/2020 17:00:00 - 10/04/2020 18:00:00","BZN|NL","Without sequence","23.31","",""
"10/04/2020 18:00:00 - 10/04/2020 19:00:00","BZN|NL","Without sequence","27.0","",""
"10/04/2020 19:00:00 - 10/04/2020 20:00:00","BZN|NL","Without sequence","31.43","",""
"10/04/2020 20:00:00 - 10/04/2020 21:00:00","BZN|NL","Without sequence","34.83","",""
"10/04/2020 21:00:00 - 10/04/2020 22:00:00","BZN|NL","Without sequence","31.45","",""
"10/04/2020 22:00:00 - 10/04/2020 23:00:00","BZN|NL","Without sequence","29.44","",""
"10/04/2020 23:00:00 - 11/04/2020 00:00:00","BZN|NL","Without sequence","24.93","",""
"11/04/2020 00:00:00 - 11/04/2020 01:00:00","BZN|NL","Without sequence","24.0","",""
"11/04/2020 01:00:00 - 11/04/2020 02:00:00","BZN|NL","Without sequence","21.58","",""
"11/04/2020 02:00:00 - 11/04/2020 03:00:00","BZN|NL","Without sequence","19.76","",""
"11/04/2020 03:00:00 - 11/04/2020 04:00:00","BZN|NL","Without sequence","20.63","",""
"11/04/2020 04:00:00 - 11/04/2020 05:00:00","BZN|NL","Without sequence","22.36","",""
"11/04/2020 05:00:00 - 11/04/2020 06:00:00","BZN|NL","Without sequence","24.11","",""
"11/04/2020 06:00:00 - 11/04/2020 07:00:00","BZN|NL","Without sequence","24.43","",""
"11/04/2020 07:00:00 - 11/04/2020 08:00:00","BZN|NL","Without sequence","24.64","",""
"11/04/2020 08:00:00 - 11/04/2020 09:00:00","BZN|NL","Without sequence","24.58","",""
"11/04/2020 09:00:00 - 11/04/2020 10:00:00","BZN|NL","Without sequence","20.69","",""
"11/04/2020 10:00:00 - 11/04/2020 11:00:00","BZN|NL","Without sequence","14.3","",""
"11/04/2020 11:00:00 - 11/04/2020 12:00:00","BZN|NL","Without sequence","11.59","",""
"11/04/2020 12:00:00 - 11/04/2020 13:00:00","BZN|NL","Without sequence","12.33","",""
"11/04/2020 13:00:00 - 11/04/2020 14:00:00","BZN|NL","Without sequence","8.6","",""
"11/04/2020 14:00:00 - 11/04/2020 15:00:00","BZN|NL","Without sequence","5.1","",""
"11/04/2020 15:00:00 - 11/04/2020 16:00:00","BZN|NL","Without sequence","7.28","",""
"11/04/2020 16:00:00 - 11/04/2020 17:00:00","BZN|NL","Without sequence","14.01","",""
"11/04/2020 17:00:00 - 11/04/2020 18:00:00","BZN|NL","Without sequence","19.5","",""
"11/04/2020 18:00:00 - 11/04/2020 19:00:00","BZN|NL","Without sequence","28.63","",""
"11/04/2020 19:00:00 - 11/04/2020 20:00:00","BZN|NL","Without sequence","34.9","",""
"11/04/2020 20:00:00 - 11/04/2020 21:00:00","BZN|NL","Without sequence","35.95","",""
"11/04/2020 21:00:00 - 11/04/2020 22:00:00","BZN|NL","Without sequence","29.66","",""
"11/04/2020 22:00:00 - 11/04/2020 23:00:00","BZN|NL","Without sequence","24.57","",""
"11/04/2020 23:00:00 - 12/04/2020 00:00:00","BZN|NL","Without sequence","21.82","",""
"12/04/2020 00:00:00 - 12/04/2020 01:00:00","BZN|NL","Without sequence","21.8","",""
"12/04/2020 01:00:00 - 12/04/2020 02:00:00","BZN|NL","Without sequence","19.01","",""
"12/04/2020 02:00:00 - 12/04/2020 03:00:00","BZN|NL","Without sequence","16.71","",""
"12/04/2020 03:00:00 - 12/04/2020 04:00:00","BZN|NL","Without sequence","14.38","",""
"12/04/2020 04:00:00 - 12/04/2020 05:00:00","BZN|NL","Without sequence","15.35","",""
"12/04/2020 05:00:00 - 12/04/2020 06:00:00","BZN|NL","Without sequence","15.02","",""
"12/04/2020 06:00:00 - 12/04/2020 07:00:00","BZN|NL","Without sequence","15.74","",""
"12/04/2020 07:00:00 - 12/04/2020 08:00:00","BZN|NL","Without sequence","16.0","",""
"12/04/2020 08:00:00 - 12/04/2020 09:00:00","BZN|NL","Without sequence","14.06","",""
"12/04/2020 09:00:00 - 12/04/2020 10:00:00","BZN|NL","Without sequence","9.99","",""
"12/04/2020 10:00:00 - 12/04/2020 11:00:00","BZN|NL","Without sequence","5.18","",""
"12/04/2020 11:00:00 - 12/04/2020 12:00:00","BZN|NL","Without sequence","4.93","",""
"12/04/2020 12:00:00 - 12/04/2020 13:00:00","BZN|NL","Without sequence","4.98","",""
"12/04/2020 13:00:00 - 12/04/2020 14:00:00","BZN|NL","Without sequence","1.84","",""
"12/04/2020 14:00:00 - 12/04/2020 15:00:00","BZN|NL","Without sequence","0.0","",""
"12/04/2020 15:00:00 - 12/04/2020 16:00:00","BZN|NL","Without sequence","0.17","",""
"12/04/2020 16:00:00 - 12/04/2020 17:00:00","BZN|NL","Without sequence","3.0","",""
"12/04/2020 17:00:00 - 12/04/2020 18:00:00","BZN|NL","Without sequence","4.14","",""
"12/04/2020 18:00:00 - 12/04/2020 19:00:00","BZN|NL","Without sequence","22.59","",""
"12/04/2020 19:00:00 - 12/04/2020 20:00:00","BZN|NL","Without sequence","29.31","",""
"12/04/2020 20:00:00 - 12/04/2020 21:00:00","BZN|NL","Without sequence","28.41","",""
"12/04/2020 21:00:00 - 12/04/2020 22:00:00","BZN|NL","Without sequence","22.06","",""
"12/04/2020 22:00:00 - 12/04/2020 23:00:00","BZN|NL","Without sequence","19.5","",""
"12/04/2020 23:00:00 - 13/04/2020 00:00:00","BZN|NL","Without sequence","8.2","",""
"13/04/2020 00:00:00 - 13/04/2020 01:00:00","BZN|NL","Without sequence","10.34","",""
"13/04/2020 01:00:00 - 13/04/2020 02:00:00","BZN|NL","Without sequence","0.07","",""
"13/04/2020 02:00:00 - 13/04/2020 03:00:00","BZN|NL","Without sequence","1.72","",""
"13/04/2020 03:00:00 - 13/04/2020 04:00:00","BZN|NL","Without sequence","0.77","",""
"13/04/2020 04:00:00 - 13/04/2020 05:00:00","BZN|NL","Without sequence","0.02","",""
"13/04/2020 05:00:00 - 13/04/2020 06:00:00","BZN|NL","Without sequence","-0.09","",""
"13/04/2020 06:00:00 - 13/04/2020 07:00:00","BZN|NL","Without sequence","-2.35","",""
"13/04/2020 07:00:00 - 13/04/2020 08:00:00","BZN|NL","Without sequence","-5.0","",""
"13/04/2020 08:00:00 - 13/04/2020 09:00:00","BZN|NL","Without sequence","-5.91","",""
"13/04/2020 09:00:00 - 13/04/2020 10:00:00","BZN|NL","Without sequence","-3.64","",""
"13/04/2020 10:00:00 - 13/04/2020 11:00:00","BZN|NL","Without sequence","-4.02","",""
"13/04/2020 11:00:00 - 13/04/2020 12:00:00","BZN|NL","Without sequence","-15.02","",""
"13/04/2020 12:00:00 - 13/04/2020 13:00:00","BZN|NL","Without sequence","-25.0","",""
"13/04/2020 13:00:00 - 13/04/2020 14:00:00","BZN|NL","Without sequence","-33.59","",""
"13/04/2020 14:00:00 - 13/04/2020 15:00:00","BZN|NL","Without sequence","-78.0","",""
"13/04/2020 15:00:00 - 13/04/2020 16:00:00","BZN|NL","Without sequence","-79.19","",""
"13/04/2020 16:00:00 - 13/04/2020 17:00:00","BZN|NL","Without sequence","-30.04","",""
"13/04/2020 17:00:00 - 13/04/2020 18:00:00","BZN|NL","Without sequence","-7.26","",""
"13/04/2020 18:00:00 - 13/04/2020 19:00:00","BZN|NL","Without sequence","17.0","",""
"13/04/2020 19:00:00 - 13/04/2020 20:00:00","BZN|NL","Without sequence","19.0","",""
"13/04/2020 20:00:00 - 13/04/2020 21:00:00","BZN|NL","Without sequence","28.52","",""
"13/04/2020 21:00:00 - 13/04/2020 22:00:00","BZN|NL","Without sequence","21.13","",""
"13/04/2020 22:00:00 - 13/04/2020 23:00:00","BZN|NL","Without sequence","31.92","",""
"13/04/2020 23:00:00 - 14/04/2020 00:00:00","BZN|NL","Without sequence","27.73","",""
"14/04/2020 00:00:00 - 14/04/2020 01:00:00","BZN|NL","Without sequence","27.0","",""
"14/04/2020 01:00:00 - 14/04/2020 02:00:00","BZN|NL","Without sequence","21.8","",""
"14/04/2020 02:00:00 - 14/04/2020 03:00:00","BZN|NL","Without sequence","18.5","",""
"14/04/2020 03:00:00 - 14/04/2020 04:00:00","BZN|NL","Without sequence","17.82","",""
"14/04/2020 04:00:00 - 14/04/2020 05:00:00","BZN|NL","Without sequence","18.1","",""
"14/04/2020 05:00:00 - 14/04/2020 06:00:00","BZN|NL","Without sequence","15.88","",""
"14/04/2020 06:00:00 - 14/04/2020 07:00:00","BZN|NL","Without sequence","25.24","",""
"14/04/2020 07:00:00 - 14/04/2020 08:00:00","BZN|NL","Without sequence","32.74","",""
"14/04/2020 08:00:00 - 14/04/2020 09:00:00","BZN|NL","Without sequence","32.0","",""
"14/04/2020 09:00:00 - 14/04/2020 10:00:00","BZN|NL","Without sequence","23.68","",""
"14/04/2020 10:00:00 - 14/04/2020 11:00:00","BZN|NL","Without sequence","21.8","",""
"14/04/2020 11:00:00 - 14/04/2020 12:00:00","BZN|NL","Without sequence","19.33","",""
"14/04/2020 12:00:00 - 14/04/2020 13:00:00","BZN|NL","Without sequence","17.13","",""
"14/04/2020 13:00:00 - 14/04/2020 14:00:00","BZN|NL","Without sequence","19.1","",""
"14/04/2020 14:00:00 - 14/04/2020 15:00:00","BZN|NL","Without sequence","13.54","",""
"14/04/2020 15:00:00 - 14/04/2020 16:00:00","BZN|NL","Without sequence","13.66","",""
"14/04/2020 16:00:00 - 14/04/2020 17:00:00","BZN|NL","Without sequence","17.37","",""
"14/04/2020 17:00:00 - 14/04/2020 18:00:00","BZN|NL","Without sequence","22.24","",""
"14/04/2020 18:00:00 - 14/04/2020 19:00:00","BZN|NL","Without sequence","26.01","",""
"14/04/2020 19:00:00 - 14/04/2020 20:00:00","BZN|NL","Without sequence","33.38","",""
"14/04/2020 20:00:00 - 14/04/2020 21:00:00","BZN|NL","Without sequence","39.91","",""
"14/04/2020 21:00:00 - 14/04/2020 22:00:00","BZN|NL","Without sequence","34.9","",""
"14/04/2020 22:00:00 - 14/04/2020 23:00:00","BZN|NL","Without sequence","26.51","",""
"14/04/2020 23:00:00 - 15/04/2020 00:00:00","BZN|NL","Without sequence","24.16","",""
"15/04/2020 00:00:00 - 15/04/2020 01:00:00","BZN|NL","Without sequence","19.87","",""
"15/04/2020 01:00:00 - 15/04/2020 02:00:00","BZN|NL","Without sequence","17.08","",""
"15/04/2020 02:00:00 - 15/04/2020 03:00:00","BZN|NL","Without sequence","17.54","",""
"15/04/2020 03:00:00 - 15/04/2020 04:00:00","BZN|NL","Without sequence","17.16","",""
"15/04/2020 04:00:00 - 15/04/2020 05:00:00","BZN|NL","Without sequence","19.12","",""
"15/04/2020 05:00:00 - 15/04/2020 06:00:00","BZN|NL","Without sequence","21.58","",""
"15/04/2020 06:00:00 - 15/04/2020 07:00:00","BZN|NL","Without sequence","30.07","",""
"15/04/2020 07:00:00 - 15/04/2020 08:00:00","BZN|NL","Without sequence","28.49","",""
"15/04/2020 08:00:00 - 15/04/2020 09:00:00","BZN|NL","Without sequence","27.29","",""
"15/04/2020 09:00:00 - 15/04/2020 10:00:00","BZN|NL","Without sequence","23.72","",""
"15/04/2020 10:00:00 - 15/04/2020 11:00:00","BZN|NL","Without sequence","18.4","",""
"15/04/2020 11:00:00 - 15/04/2020 12:00:00","BZN|NL","Without sequence","14.16","",""
"15/04/2020 12:00:00 - 15/04/2020 13:00:00","BZN|NL","Without sequence","17.82","",""
"15/04/2020 13:00:00 - 15/04/2020 14:00:00","BZN|NL","Without sequence","8.0","",""
"15/04/2020 14:00:00 - 15/04/2020 15:00:00","BZN|NL","Without sequence","9.3","",""
"15/04/2020 15:00:00 - 15/04/2020 16:00:00","BZN|NL","Without sequence","8.05","",""
"15/04/2020 16:00:00 - 15/04/2020 17:00:00","BZN|NL","Without sequence","12.13","",""
"15/04/2020 17:00:00 - 15/04/2020 18:00:00","BZN|NL","Without sequence","20.81","",""
"15/04/2020 18:00:00 - 15/04/2020 19:00:00","BZN|NL","Without sequence","26.42","",""
"15/04/2020 19:00:00 - 15/04/2020 20:00:00","BZN|NL","Without sequence","37.05","",""
"15/04/2020 20:00:00 - 15/04/2020 21:00:00","BZN|NL","Without sequence","40.55","",""
"15/04/2020 21:00:00 - 15/04/2020 22:00:00","BZN|NL","Without sequence","30.7","",""
"15/04/2020 22:00:00 - 15/04/2020 23:00:00","BZN|NL","Without sequence","25.82","",""
"15/04/2020 23:00:00 - 16/04/2020 00:00:00","BZN|NL","Without sequence","24.33","",""
"16/04/2020 00:00:00 - 16/04/2020 01:00:00","BZN|NL","Without sequence","20.1","",""
"16/04/2020 01:00:00 - 16/04/2020 02:00:00","BZN|NL","Without sequence","19.84","",""
"16/04/2020 02:00:00 - 16/04/2020 03:00:00","BZN|NL","Without sequence","19.82","",""
"16/04/2020 03:00:00 - 16/04/2020 04:00:00","BZN|NL","Without sequence","19.75","",""
"16/04/2020 04:00:00 - 16/04/2020 05:00:00","BZN|NL","Without sequence","19.85","",""
"16/04/2020 05:00:00 - 16/04/2020 06:00:00","BZN|NL","Without sequence","22.27","",""
"16/04/2020 06:00:00 - 16/04/2020 07:00:00","BZN|NL","Without sequence","22.65","",""
"16/04/2020 07:00:00 - 16/04/2020 08:00:00","BZN|NL","Without sequence","33.31","",""
"16/04/2020 08:00:00 - 16/04/2020 09:00:00","BZN|NL","Without sequence","29.27","",""
"16/04/2020 09:00:00 - 16/04/2020 10:00:00","BZN|NL","Without sequence","24.03","",""
"16/04/2020 10:00:00 - 16/04/2020 11:00:00","BZN|NL","Without sequence","20.65","",""
"16/04/2020 11:00:00 - 16/04/2020 12:00:00","BZN|NL","Without sequence","18.93","",""
"16/04/2020 12:00:00 - 16/04/2020 13:00:00","BZN|NL","Without sequence","16.13","",""
"16/04/2020 13:00:00 - 16/04/2020 14:00:00","BZN|NL","Without sequence","14.89","",""
"16/04/2020 14:00:00 - 16/04/2020 15:00:00","BZN|NL","Without sequence","14.73","",""
"16/04/2020 15:00:00 - 16/04/2020 16:00:00","BZN|NL","Without sequence","15.77","",""
"16/04/2020 16:00:00 - 16/04/2020 17:00:00","BZN|NL","Without sequence","18.63","",""
"16/04/2020 17:00:00 - 16/04/2020 18:00:00","BZN|NL","Without sequence","19.9","",""
"16/04/2020 18:00:00 - 16/04/2020 19:00:00","BZN|NL","Without sequence","28.0","",""
"16/04/2020 19:00:00 - 16/04/2020 20:00:00","BZN|NL","Without sequence","35.0","",""
"16/04/2020 20:00:00 - 16/04/2020 21:00:00","BZN|NL","Without sequence","38.1","",""
"16/04/2020 21:00:00 - 16/04/2020 22:00:00","BZN|NL","Without sequence","32.37","",""
"16/04/2020 22:00:00 - 16/04/2020 23:00:00","BZN|NL","Without sequence","26.24","",""
"16/04/2020 23:00:00 - 17/04/2020 00:00:00","BZN|NL","Without sequence","20.09","",""
"17/04/2020 00:00:00 - 17/04/2020 01:00:00","BZN|NL","Without sequence","21.67","",""
"17/04/2020 01:00:00 - 17/04/2020 02:00:00","BZN|NL","Without sequence","21.11","",""
"17/04/2020 02:00:00 - 17/04/2020 03:00:00","BZN|NL","Without sequence","20.14","",""
"17/04/2020 03:00:00 - 17/04/2020 04:00:00","BZN|NL","Without sequence","21.3","",""
"17/04/2020 04:00:00 - 17/04/2020 05:00:00","BZN|NL","Without sequence","21.3","",""
"17/04/2020 05:00:00 - 17/04/2020 06:00:00","BZN|NL","Without sequence","21.57","",""
"17/04/2020 06:00:00 - 17/04/2020 07:00:00","BZN|NL","Without sequence","21.3","",""
"17/04/2020 07:00:00 - 17/04/2020 08:00:00","BZN|NL","Without sequence","23.65","",""
"17/04/2020 08:00:00 - 17/04/2020 09:00:00","BZN|NL","Without sequence","36.11","",""
"17/04/2020 09:00:00 - 17/04/2020 10:00:00","BZN|NL","Without sequence","25.77","",""
"17/04/2020 10:00:00 - 17/04/2020 11:00:00","BZN|NL","Without sequence","24.0","",""
"17/04/2020 11:00:00 - 17/04/2020 12:00:00","BZN|NL","Without sequence","20.2","",""
"17/04/2020 12:00:00 - 17/04/2020 13:00:00","BZN|NL","Without sequence","20.0","",""
"17/04/2020 13:00:00 - 17/04/2020 14:00:00","BZN|NL","Without sequence","17.81","",""
"17/04/2020 14:00:00 - 17/04/2020 15:00:00","BZN|NL","Without sequence","18.06","",""
"17/04/2020 15:00:00 - 17/04/2020 16:00:00","BZN|NL","Without sequence","16.24","",""
"17/04/2020 16:00:00 - 17/04/2020 17:00:00","BZN|NL","Without sequence","15.57","",""
"17/04/2020 17:00:00 - 17/04/2020 18:00:00","BZN|NL","Without sequence","19.2","",""
"17/04/2020 18:00:00 - 17/04/2020 19:00:00","BZN|NL","Without sequence","32.62","",""
"17/04/2020 19:00:00 - 17/04/2020 20:00:00","BZN|NL","Without sequence","37.82","",""
"17/04/2020 20:00:00 - 17/04/2020 21:00:00","BZN|NL","Without sequence","35.6","",""
"17/04/2020 21:00:00 - 17/04/2020 22:00:00","BZN|NL","Without sequence","31.67","",""
"17/04/2020 22:00:00 - 17/04/2020 23:00:00","BZN|NL","Without sequence","24.78","",""
"17/04/2020 23:00:00 - 18/04/2020 00:00:00","BZN|NL","Without sequence","20.76","",""
"18/04/2020 00:00:00 - 18/04/2020 01:00:00","BZN|NL","Without sequence","22.1","",""
"18/04/2020 01:00:00 - 18/04/2020 02:00:00","BZN|NL","Without sequence","20.0","",""
"18/04/2020 02:00:00 - 18/04/2020 03:00:00","BZN|NL","Without sequence","18.59","",""
"18/04/2020 03:00:00 - 18/04/2020 04:00:00","BZN|NL","Without sequence","17.94","",""
"18/04/2020 04:00:00 - 18/04/2020 05:00:00","BZN|NL","Without sequence","17.98","",""
"18/04/2020 05:00:00 - 18/04/2020 06:00:00","BZN|NL","Without sequence","18.45","",""
"18/04/2020 06:00:00 - 18/04/2020 07:00:00","BZN|NL","Without sequence","21.14","",""
"18/04/2020 07:00:00 - 18/04/2020 08:00:00","BZN|NL","Without sequence","23.24","",""
"18/04/2020 08:00:00 - 18/04/2020 09:00:00","BZN|NL","Without sequence","23.87","",""
"18/04/2020 09:00:00 - 18/04/2020 10:00:00","BZN|NL","Without sequence","24.49","",""
"18/04/2020 10:00:00 - 18/04/2020 11:00:00","BZN|NL","Without sequence","18.49","",""
"18/04/2020 11:00:00 - 18/04/2020 12:00:00","BZN|NL","Without sequence","16.63","",""
"18/04/2020 12:00:00 - 18/04/2020 13:00:00","BZN|NL","Without sequence","16.8","",""
"18/04/2020 13:00:00 - 18/04/2020 14:00:00","BZN|NL","Without sequence","12.84","",""
"18/04/2020 14:00:00 - 18/04/2020 15:00:00","BZN|NL","Without sequence","12.32","",""
"18/04/2020 15:00:00 - 18/04/2020 16:00:00","BZN|NL","Without sequence","12.77","",""
"18/04/2020 16:00:00 - 18/04/2020 17:00:00","BZN|NL","Without sequence","15.77","",""
"18/04/2020 17:00:00 - 18/04/2020 18:00:00","BZN|NL","Without sequence","27.49","",""
"18/04/2020 18:00:00 - 18/04/2020 19:00:00","BZN|NL","Without sequence","26.12","",""
"18/04/2020 19:00:00 - 18/04/2020 20:00:00","BZN|NL","Without sequence","32.18","",""
"18/04/2020 20:00:00 - 18/04/2020 21:00:00","BZN|NL","Without sequence","28.66","",""
"18/04/2020 21:00:00 - 18/04/2020 22:00:00","BZN|NL","Without sequence","26.34","",""
"18/04/2020 22:00:00 - 18/04/2020 23:00:00","BZN|NL","Without sequence","25.0","",""
"18/04/2020 23:00:00 - 19/04/2020 00:00:00","BZN|NL","Without sequence","20.95","",""
"19/04/2020 00:00:00 - 19/04/2020 01:00:00","BZN|NL","Without sequence","17.84","",""
"19/04/2020 01:00:00 - 19/04/2020 02:00:00","BZN|NL","Without sequence","22.22","",""
